org1	org2	norm(R-R0)	norm(R-R1)	sim_with_isorank-R(R0)	sim_with_isorank-R(R1)	Edge Correctness (R0)	Edge Correctness (R1)	Edge Correctness (R)	Symmetric substructure (S^3-R0)	Symmetric substructure (S^3-R1)	Symmetric substructure (S^3-R)	LCCS (R0)	LCCS (R1)	LCCS (R)	FC-molecular_function(R0)	FC-biological_process(R0)	FC-cellular_component(R0)	FC-molecular_function(R1)	FC-biological_process(R1)	FC-cellular_component(R1)	FC-molecular_function(R2)	FC-biological_process(R2)	FC-cellular_component(R2)
fly	bakers	0.0007727389969302184	0.00023685343560335282	0.4965	0.799	0.07005825242718447	0.1755496335776149	0.17820671080686792	0.02191663085517834	0.02191663085517834	0.02219426974143955	633	872	801	0.5049345303342357	0.2612129426669886	0.5421192917810126	0.5181999226160464	0.2669755969062531	0.5462342352520759	0.5133792349618083	0.26779072759956596	0.5495802575741373
