org1	org2	norm(R-R0)	norm(R-R1)	sim_with_isorank-R(R0)	sim_with_isorank-R(R1)	Edge Correctness (R0)	Edge Correctness (R1)	Edge Correctness (R)	Symmetric substructure (S^3-R0)	Symmetric substructure (S^3-R1)	Symmetric substructure (S^3-R)	LCCS (R0)	LCCS (R1)	LCCS (R)	FC-molecular_function(R0)	FC-biological_process(R0)	FC-cellular_component(R0)	FC-molecular_function(R1)	FC-biological_process(R1)	FC-cellular_component(R1)	FC-molecular_function(R2)	FC-biological_process(R2)	FC-cellular_component(R2)
fly	bakers	0.000946831538695471	8.831407344018389e-05	0.5075	0.81	0.07408844065166796	0.17893491124260355	0.18569903948772679	0.021756960932441182	0.021756960932441182	0.02252329996548153	695	825	808	0.5133215711653241	0.2607136105700585	0.5389233400913006	0.5152983437078548	0.2660318961655233	0.5465644286546729	0.5169753467347401	0.2675916825642597	0.5504572412619333
