org1	org2	norm(R-R0)	norm(R-R1)	sim_with_isorank-R(R0)	sim_with_isorank-R(R1)	Edge Correctness (R0)	Edge Correctness (R1)	Edge Correctness (R)	Symmetric substructure (S^3-R0)	Symmetric substructure (S^3-R1)	Symmetric substructure (S^3-R)	LCCS (R0)	LCCS (R1)	LCCS (R)	FC-molecular_function(R0)	FC-biological_process(R0)	FC-cellular_component(R0)	FC-molecular_function(R1)	FC-biological_process(R1)	FC-cellular_component(R1)	FC-molecular_function(R2)	FC-biological_process(R2)	FC-cellular_component(R2)
fly	bakers	0.0010116214740889605	0.00017340333173010392	0.5015	0.7975	0.06826654240447344	0.1782477341389728	0.19352551984877125	0.021793177911321373	0.021793177911321373	0.023376956999529037	628	854	878	0.5058863627452047	0.2624080746299547	0.5438594478308015	0.518666188490335	0.26675743128876783	0.546707204934159	0.5140004674522508	0.26727771089546243	0.5480551736237247
