org1	org2	norm(R-R0)	norm(R-R1)	sim_with_isorank-R(R0)	sim_with_isorank-R(R1)	Edge Correctness (R0)	Edge Correctness (R1)	Edge Correctness (R)	Symmetric substructure (S^3-R0)	Symmetric substructure (S^3-R1)	Symmetric substructure (S^3-R)	LCCS (R0)	LCCS (R1)	LCCS (R)	FC-molecular_function(R0)	FC-biological_process(R0)	FC-cellular_component(R0)	FC-molecular_function(R1)	FC-biological_process(R1)	FC-cellular_component(R1)	FC-molecular_function(R2)	FC-biological_process(R2)	FC-cellular_component(R2)
fly	mouse	0.0013064978530365585	0.0002550259973939413	0.788	0.92	0.028313400048816207	0.07156735751295337	0.0726883138289105	0.03519949032412201	0.03519949032412201	0.03526307372461219	8	23	23	0.5714164582379981	0.26825355566177717	0.5841884311409054	0.5702635098497504	0.26825835203102283	0.5842284177081469	0.567977056794326	0.26824563245864935	0.5837246018596792
