org1	org2	norm(R-R0)	norm(R-R1)	sim_with_isorank-R(R0)	sim_with_isorank-R(R1)	Edge Correctness (R0)	Edge Correctness (R1)	Edge Correctness (R)	Symmetric substructure (S^3-R0)	Symmetric substructure (S^3-R1)	Symmetric substructure (S^3-R)	LCCS (R0)	LCCS (R1)	LCCS (R)	FC-molecular_function(R0)	FC-biological_process(R0)	FC-cellular_component(R0)	FC-molecular_function(R1)	FC-biological_process(R1)	FC-cellular_component(R1)	FC-molecular_function(R2)	FC-biological_process(R2)	FC-cellular_component(R2)
fly	bakers	0.0006132510288920286	2.6170261283928858e-05	0.508	0.837	0.0703318858560794	0.175103734439834	0.18137546026844042	0.021336222462983025	0.021336222462983025	0.022017475560169565	677	762	772	0.512443962854856	0.26331722339144736	0.5417187270810148	0.513329343637331	0.26533290320986364	0.5478711370728852	0.515289404359551	0.2671008787259037	0.5500617851169733
