Species A	Species B	Landmark no	GO type	Scoring metric	Prediction method	kA	kB	Average score	Standard deviation
fly	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	40	50	0.08008963469337131	0.004817132267170767
fly	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	40	100	0.08347931745614987	0.002084920296519347
fly	bakers	500	biological_process	f1max	dsd-knn	50	-1	0.07942815504604604	0.002139737984932461
fly	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	50	10	0.08136050610453194	0.0022405251204013414
fly	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	50	20	0.08213568915514861	0.002028459785604578
fly	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	50	30	0.08308231730074951	0.002228993814993539
fly	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	50	40	0.08410074810051674	0.002903769441919897
fly	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	50	50	0.08354356053012371	0.004028576159110657
fly	bakers	500	biological_process	f1max	mundo-munk-knn-weight-0.660	50	100	0.08623501152637233	0.0021949684323415517
fly	bakers	500	cellular_component	top-1-acc	dsd-knn	10	-1	0.31605884877149715	0.07443710444742267
fly	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	10	10	0.4576642373839486	0.009274999766616613
fly	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	10	20	0.46137457218157535	0.00942868641690141
fly	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	10	30	0.45894990664510776	0.00930245353580134
fly	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	10	40	0.4622369963661896	0.0100191111517659
fly	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	10	50	0.4624565353343564	0.00995400773342067
fly	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	10	100	0.4624565353343564	0.009733679041763168
fly	bakers	500	cellular_component	top-1-acc	dsd-knn	20	-1	0.4532289634858607	0.012912782790511263
fly	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	20	10	0.4620363672671295	0.009362629829467135
fly	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	20	20	0.46224645130074293	0.009653704596453932
fly	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	20	30	0.46245335715330277	0.01012787320027827
fly	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	20	40	0.46288615833613667	0.010213551154119137
fly	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	20	50	0.46288615833613667	0.010213551154119137
fly	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	20	100	0.46288615833613667	0.010213551154119137
fly	bakers	500	cellular_component	top-1-acc	dsd-knn	30	-1	0.46114240009780144	0.009578918592363376
fly	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	30	10	0.46224645130074293	0.009426359327261869
fly	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	30	20	0.4624659902689098	0.009611010157805485
fly	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	30	30	0.4626760743025232	0.009907952892041183
fly	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	30	40	0.46288615833613667	0.010213551154119137
fly	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	30	50	0.46288615833613667	0.010213551154119137
fly	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	30	100	0.46288615833613667	0.010213551154119137
fly	bakers	500	cellular_component	top-1-acc	dsd-knn	40	-1	0.46244708039980303	0.009901547703684233
fly	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	40	10	0.46288615833613667	0.010213551154119137
fly	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	40	20	0.46288615833613667	0.010213551154119137
fly	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	40	30	0.46288615833613667	0.010213551154119137
fly	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	40	40	0.46288615833613667	0.010213551154119137
fly	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	40	50	0.46288615833613667	0.010213551154119137
fly	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	40	100	0.46288615833613667	0.010213551154119137
fly	bakers	500	cellular_component	top-1-acc	dsd-knn	50	-1	0.46288615833613667	0.010213551154119137
fly	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	50	10	0.46288615833613667	0.010213551154119137
fly	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	50	20	0.46288615833613667	0.010213551154119137
fly	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	50	30	0.46288615833613667	0.010213551154119137
fly	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	50	40	0.46288615833613667	0.010213551154119137
fly	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	50	50	0.46288615833613667	0.010213551154119137
fly	bakers	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	50	100	0.46288615833613667	0.010213551154119137
fly	bakers	500	cellular_component	aupr	dsd-knn	10	-1	0.3044816777870921	0.046728702616850755
fly	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	10	10	0.44246478287975866	0.00708104066952105
fly	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	10	20	0.4433100796653148	0.007198126173307604
fly	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	10	30	0.4486748056156575	0.007388636870544654
fly	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	10	40	0.45327698564762614	0.008340301476643578
fly	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	10	50	0.45702194838612825	0.008338335193585332
fly	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	10	100	0.4612945903610746	0.008516762851426739
fly	bakers	500	cellular_component	aupr	dsd-knn	20	-1	0.406848959938535	0.009896940023767604
fly	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	20	10	0.4478617937945632	0.006766720812228747
fly	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	20	20	0.44693997536879626	0.007169832323616156
fly	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	20	30	0.4531116384609125	0.007408923968216161
fly	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	20	40	0.45580151604489394	0.008670010969461538
fly	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	20	50	0.45923613397510027	0.008668428557682894
fly	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	20	100	0.46279499241301403	0.00884377253468869
fly	bakers	500	cellular_component	aupr	dsd-knn	30	-1	0.42148893279103855	0.006761582041853282
fly	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	30	10	0.4520144249844219	0.006014684259762944
fly	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	30	20	0.45116163756254696	0.006931808138996739
fly	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	30	30	0.45744010342485286	0.007519937991943585
fly	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	30	40	0.45906145678369253	0.008728589030797164
fly	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	30	50	0.4620713782568724	0.008530107517864786
fly	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	30	100	0.46451909465480873	0.008689350284082145
fly	bakers	500	cellular_component	aupr	dsd-knn	40	-1	0.4320674222293494	0.007225147473789985
fly	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	40	10	0.4547073182298632	0.006329618213221589
fly	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	40	20	0.45386126106121694	0.0071782445853441155
fly	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	40	30	0.4611881965266563	0.008393343563543477
fly	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	40	40	0.46202735702759623	0.009101184975061714
fly	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	40	50	0.4645991053908685	0.008634817441667686
fly	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	40	100	0.46603684877885937	0.00882724450586864
fly	bakers	500	cellular_component	aupr	dsd-knn	50	-1	0.4379530330539424	0.005761137318433971
fly	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	50	10	0.455275753790023	0.005518161077730664
fly	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	50	20	0.4546516152003653	0.006131531068915618
fly	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	50	30	0.4626599021087717	0.007369537022762311
fly	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	50	40	0.4637062011802616	0.00825621611391533
fly	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	50	50	0.4658925529180655	0.007703226879282749
fly	bakers	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	50	100	0.4667789976347592	0.008417228189301332
fly	bakers	500	cellular_component	auc	dsd-knn	10	-1	0.687851378267945	0.010984927955961255
fly	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	10	10	0.7482820666096275	0.003579670006639237
fly	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	10	20	0.7516313772669848	0.003402151905782527
fly	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	10	30	0.7751561944383282	0.004887499621289195
fly	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	10	40	0.7849078308262672	0.005608635211116023
fly	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	10	50	0.7975131783704754	0.005806050485031087
fly	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	10	100	0.8215356836507496	0.004981446412561486
fly	bakers	500	cellular_component	auc	dsd-knn	20	-1	0.7261820701799164	0.004315086627996671
fly	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	20	10	0.7600013808917246	0.0068676296788532055
fly	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	20	20	0.7626486373121742	0.006061267080838228
fly	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	20	30	0.7839420801900336	0.008021151146346016
fly	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	20	40	0.7930473985720138	0.008577193426746246
fly	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	20	50	0.8045515806407864	0.008402078198845501
fly	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	20	100	0.8255522733770828	0.006172904726616864
fly	bakers	500	cellular_component	auc	dsd-knn	30	-1	0.754717985006628	0.005856871578821985
fly	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	30	10	0.7739464642430878	0.007092131421844326
fly	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	30	20	0.7761506933241641	0.006437539972572902
fly	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	30	30	0.7941670482529337	0.007266095954840507
fly	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	30	40	0.8027076751765542	0.00823377285672137
fly	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	30	50	0.8124878653590144	0.008173248153581832
fly	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	30	100	0.8308855695902537	0.0065269524565264424
fly	bakers	500	cellular_component	auc	dsd-knn	40	-1	0.7739166729406796	0.0062053652364473
fly	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	40	10	0.7854746889049602	0.007492745721682695
fly	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	40	20	0.787236007234135	0.007137212256454698
fly	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	40	30	0.8009325880184706	0.006631686332079886
fly	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	40	40	0.8085460514365836	0.007497406731205023
fly	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	40	50	0.8172278311295017	0.00785801991653338
fly	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	40	100	0.8339696344008495	0.006489842387660098
fly	bakers	500	cellular_component	auc	dsd-knn	50	-1	0.7846334351890253	0.006701945752895512
fly	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	50	10	0.7934927900283808	0.007306628642052178
fly	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	50	20	0.7945945277510997	0.007003863122189842
fly	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	50	30	0.8059169361496309	0.006323047082049594
fly	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	50	40	0.812994745657542	0.0070265001308492045
fly	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	50	50	0.8204814903360489	0.0073552332427203266
fly	bakers	500	cellular_component	auc	mundo-munk-knn-weight-0.660	50	100	0.8361589236972853	0.006714317121156009
fly	bakers	500	cellular_component	f1max	dsd-knn	10	-1	0.344337596055299	0.04235684209811496
fly	bakers	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	10	10	0.4866192490069146	0.006838515129480138
fly	bakers	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	10	20	0.4866579905614016	0.006270757879363824
fly	bakers	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	10	30	0.49530304838566747	0.006374608434003253
fly	bakers	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	10	40	0.5008824800684554	0.007317271361988628
fly	bakers	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	10	50	0.505734360767994	0.00715042483784599
fly	bakers	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	10	100	0.5124541552835515	0.007559333450062881
fly	bakers	500	cellular_component	f1max	dsd-knn	20	-1	0.4417578679498873	0.010346736418388349
fly	bakers	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	20	10	0.4942197997088863	0.008019036511081863
fly	bakers	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	20	20	0.492543226310744	0.007547134463391984
fly	bakers	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	20	30	0.5010279224701686	0.007211426741405979
fly	bakers	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	20	40	0.5048387517974231	0.008526291405211835
fly	bakers	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	20	50	0.5091559251624151	0.008084230653702585
fly	bakers	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	20	100	0.5146662818235976	0.008050282522364487
fly	bakers	500	cellular_component	f1max	dsd-knn	30	-1	0.46047123363504083	0.005920955790515623
fly	bakers	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	30	10	0.5000689209493137	0.006877641526914888
fly	bakers	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	30	20	0.49875468511194904	0.007399421563712291
fly	bakers	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	30	30	0.5070131401132711	0.008117307723044942
fly	bakers	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	30	40	0.5094240093997461	0.00917245534886428
fly	bakers	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	30	50	0.5132603276945982	0.008521610415406266
fly	bakers	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	30	100	0.5172286739065685	0.008196915377883118
fly	bakers	500	cellular_component	f1max	dsd-knn	40	-1	0.47532294956361804	0.006296096025581053
fly	bakers	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	40	10	0.5043687995792785	0.006836134560316984
fly	bakers	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	40	20	0.5032936605142218	0.007572777845880614
fly	bakers	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	40	30	0.5126046591980336	0.009146489242215873
fly	bakers	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	40	40	0.5137214240012591	0.009708436251719086
fly	bakers	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	40	50	0.5170218665611801	0.00877748850934174
fly	bakers	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	40	100	0.519512658345487	0.008599202558542697
fly	bakers	500	cellular_component	f1max	dsd-knn	50	-1	0.48381478498954833	0.004736128949497654
fly	bakers	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	50	10	0.5063148451266557	0.005906081155292526
fly	bakers	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	50	20	0.5055956260364531	0.006160976122047347
fly	bakers	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	50	30	0.515347517920125	0.007994761203142844
fly	bakers	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	50	40	0.5164495003256646	0.008934727919977764
fly	bakers	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	50	50	0.5193027855468747	0.007874428960258481
fly	bakers	500	cellular_component	f1max	mundo-munk-knn-weight-0.660	50	100	0.5206902660608599	0.008221116090861012
rat	human	500	molecular_function	top-1-acc	dsd-knn	10	-1	0.02634039523340424	0.008179538633474292
rat	human	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	10	10	0.12044787152124996	0.015539719320514336
rat	human	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	10	20	0.14694266772422399	0.02255931368190873
rat	human	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	10	30	0.17011322978882867	0.023516632129802977
rat	human	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	10	40	0.18341048627742387	0.01961848105859684
rat	human	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	10	50	0.18267247889735003	0.020180157401022948
rat	human	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	10	100	0.1909717321118844	0.027336708796245432
rat	human	500	molecular_function	top-1-acc	dsd-knn	20	-1	0.04030466465736945	0.013428792923768265
rat	human	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	20	10	0.11405981944252286	0.01362605828566914
rat	human	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	20	20	0.14059420305346532	0.022949536995905104
rat	human	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	20	30	0.16439617552526278	0.019987639785606224
rat	human	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	20	40	0.18263529247897425	0.01830649080862473
rat	human	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	20	50	0.18414849365749766	0.019154322867366822
rat	human	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	20	100	0.1909717321118844	0.027336708796245432
rat	human	500	molecular_function	top-1-acc	dsd-knn	30	-1	0.054601780456375495	0.007971047211145495
rat	human	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	30	10	0.11921328325315397	0.009925783469320638
rat	human	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	30	20	0.1385716063206162	0.02564259720293089
rat	human	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	30	30	0.16684198230416586	0.01752316102020576
rat	human	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	30	40	0.1796719936165697	0.021197139891818807
rat	human	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	30	50	0.18423490933721182	0.018653763479817488
rat	human	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	30	100	0.19174692591033402	0.02863884868550244
rat	human	500	molecular_function	top-1-acc	dsd-knn	40	-1	0.06930584672972731	0.013054486932793262
rat	human	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	40	10	0.11991251696962905	0.010899555013686217
rat	human	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	40	20	0.1384141945186861	0.025129608983599117
rat	human	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	40	30	0.16519232244022028	0.018716690989466326
rat	human	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	40	40	0.17719791069283622	0.022931106377910807
rat	human	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	40	50	0.18419377660504915	0.020977874406571742
rat	human	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	40	100	0.19252211970878363	0.02996463021051194
rat	human	500	molecular_function	top-1-acc	dsd-knn	50	-1	0.07883576649089895	0.01380329230674195
rat	human	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	50	10	0.12316439858300683	0.015469218457802634
rat	human	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	50	20	0.1430789873975692	0.02809711113809649
rat	human	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	50	30	0.16597561276784562	0.020273512183951358
rat	human	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	50	40	0.17879752755107375	0.023181417727009188
rat	human	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	50	50	0.1857651173184563	0.020687592653477676
rat	human	500	molecular_function	top-1-acc	mundo-munk-knn-weight-0.660	50	100	0.1924849332904078	0.028489795142618953
rat	human	500	molecular_function	aupr	dsd-knn	10	-1	0.02372274986662843	0.008390907926304682
rat	human	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	10	10	0.08513027962887645	0.010762994309700126
rat	human	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	10	20	0.10839433834727705	0.016723745908882006
rat	human	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	10	30	0.12700772763496246	0.013168215417023319
rat	human	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	10	40	0.1396699443456349	0.013861921749535431
rat	human	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	10	50	0.14360427041469728	0.012168185732234731
rat	human	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	10	100	0.15430701629900603	0.010853638018173479
rat	human	500	molecular_function	aupr	dsd-knn	20	-1	0.038061754998144536	0.011277152855642989
rat	human	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	20	10	0.08533923262252727	0.012728509564757776
rat	human	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	20	20	0.10659862512998335	0.017334254826386085
rat	human	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	20	30	0.12554367626863558	0.012791961775271627
rat	human	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	20	40	0.1393060519598553	0.013501633905173253
rat	human	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	20	50	0.1437301600232457	0.011583237128774612
rat	human	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	20	100	0.15523457365775536	0.01056202025498133
rat	human	500	molecular_function	aupr	dsd-knn	30	-1	0.047373220749798856	0.008000817241491863
rat	human	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	30	10	0.08794312351485596	0.010591087526746555
rat	human	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	30	20	0.10464121062333791	0.018646134712517456
rat	human	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	30	30	0.12425737392227328	0.01207547307497936
rat	human	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	30	40	0.137396064413873	0.013172448643752775
rat	human	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	30	50	0.14291563561836437	0.011629378054279391
rat	human	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	30	100	0.15567586465406635	0.010256122032123035
rat	human	500	molecular_function	aupr	dsd-knn	40	-1	0.05567110200822652	0.007662364761812732
rat	human	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	40	10	0.09057652293300587	0.012380076484589646
rat	human	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	40	20	0.10602645114709905	0.018804207247336217
rat	human	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	40	30	0.12545285899903047	0.01316066651027387
rat	human	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	40	40	0.13736315015297007	0.012584704591210201
rat	human	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	40	50	0.14303436334484929	0.011850867668732798
rat	human	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	40	100	0.156218875999725	0.009801223627805316
rat	human	500	molecular_function	aupr	dsd-knn	50	-1	0.06287616991999001	0.0057336863671109605
rat	human	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	50	10	0.09369358524961527	0.010678486541187249
rat	human	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	50	20	0.10950434666197903	0.017078724238235532
rat	human	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	50	30	0.12673721494385232	0.013089467401665666
rat	human	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	50	40	0.13827965037007645	0.012467828854615615
rat	human	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	50	50	0.14401988373149463	0.011443818900378218
rat	human	500	molecular_function	aupr	mundo-munk-knn-weight-0.660	50	100	0.15645193979576386	0.010044959871913575
rat	human	500	molecular_function	auc	dsd-knn	10	-1	0.3613565194301315	0.010856139225250472
rat	human	500	molecular_function	auc	mundo-munk-knn-weight-0.660	10	10	0.5832889961304242	0.010607097585492697
rat	human	500	molecular_function	auc	mundo-munk-knn-weight-0.660	10	20	0.6259289092615112	0.011973136294738992
rat	human	500	molecular_function	auc	mundo-munk-knn-weight-0.660	10	30	0.6539342077282572	0.0077545608483176485
rat	human	500	molecular_function	auc	mundo-munk-knn-weight-0.660	10	40	0.6718910540146078	0.008753799303422655
rat	human	500	molecular_function	auc	mundo-munk-knn-weight-0.660	10	50	0.6850424487347562	0.006850830244238831
rat	human	500	molecular_function	auc	mundo-munk-knn-weight-0.660	10	100	0.7321843305210071	0.00589740793896095
rat	human	500	molecular_function	auc	dsd-knn	20	-1	0.4911559248617686	0.019139936894255718
rat	human	500	molecular_function	auc	mundo-munk-knn-weight-0.660	20	10	0.5935914837356235	0.01023707168274398
rat	human	500	molecular_function	auc	mundo-munk-knn-weight-0.660	20	20	0.6324184746417785	0.012857951126940584
rat	human	500	molecular_function	auc	mundo-munk-knn-weight-0.660	20	30	0.6590061981086337	0.008683346314059367
rat	human	500	molecular_function	auc	mundo-munk-knn-weight-0.660	20	40	0.6758017946853799	0.009531339109761245
rat	human	500	molecular_function	auc	mundo-munk-knn-weight-0.660	20	50	0.6881519709846247	0.0074556064777714605
rat	human	500	molecular_function	auc	mundo-munk-knn-weight-0.660	20	100	0.7331909835256181	0.006282100627383198
rat	human	500	molecular_function	auc	dsd-knn	30	-1	0.5391718633237901	0.010437869061178922
rat	human	500	molecular_function	auc	mundo-munk-knn-weight-0.660	30	10	0.6023821162185892	0.009011451365409108
rat	human	500	molecular_function	auc	mundo-munk-knn-weight-0.660	30	20	0.6375059460639082	0.010867039479190519
rat	human	500	molecular_function	auc	mundo-munk-knn-weight-0.660	30	30	0.6619313628379955	0.007375465460573266
rat	human	500	molecular_function	auc	mundo-munk-knn-weight-0.660	30	40	0.6781296763157083	0.008823029282573456
rat	human	500	molecular_function	auc	mundo-munk-knn-weight-0.660	30	50	0.6902081470408532	0.0069017507365566185
rat	human	500	molecular_function	auc	mundo-munk-knn-weight-0.660	30	100	0.7343007814853344	0.005846709979782903
rat	human	500	molecular_function	auc	dsd-knn	40	-1	0.5636639641448831	0.008025146159376786
rat	human	500	molecular_function	auc	mundo-munk-knn-weight-0.660	40	10	0.611404404713468	0.008873312213151902
rat	human	500	molecular_function	auc	mundo-munk-knn-weight-0.660	40	20	0.6436104836017945	0.009536965313107899
rat	human	500	molecular_function	auc	mundo-munk-knn-weight-0.660	40	30	0.6666503310067465	0.0061520573988421935
rat	human	500	molecular_function	auc	mundo-munk-knn-weight-0.660	40	40	0.68156291392812	0.008201226972633128
rat	human	500	molecular_function	auc	mundo-munk-knn-weight-0.660	40	50	0.6918257389441979	0.0072285180729885195
rat	human	500	molecular_function	auc	mundo-munk-knn-weight-0.660	40	100	0.7347448997058424	0.005829230004949696
