Species A	Species B	Landmark no	GO type	Scoring metric	Prediction method	kA	kB	Average score	Standard deviation
mouse	human	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	50	10	0.3055063659835787	0.01000634850756776
mouse	human	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	50	20	0.30561320664824365	0.009990121827650156
mouse	human	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	50	30	0.30541261520959784	0.008256390855396235
mouse	human	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	50	40	0.30749144501731906	0.0074292384697317495
mouse	human	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	50	50	0.3088185340998918	0.007156411300066977
mouse	human	500	molecular_function	f1max	mundo-munk-knn-weight-0.660	50	100	0.3050270779629474	0.006530566477073229
mouse	human	500	biological_process	top-1-acc	dsd-knn	10	-1	0.1624148979865339	0.008971340536852716
mouse	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	10	10	0.16544198646996439	0.007612062010693181
mouse	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	10	20	0.16504227059132803	0.007193315773353018
mouse	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	10	30	0.15990305424795123	0.007790549342598889
mouse	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	10	40	0.1618480414032158	0.008552147525674979
mouse	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	10	50	0.15674195371021624	0.005688501719018043
mouse	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	10	100	0.13771519503095306	0.003800004914905657
mouse	human	500	biological_process	top-1-acc	dsd-knn	20	-1	0.17361080525751993	0.01389123296570965
mouse	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	20	10	0.16816755214155613	0.016132869874551488
mouse	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	20	20	0.16535158103826406	0.012775414054247161
mouse	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	20	30	0.1621706790655582	0.015452612283068016
mouse	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	20	40	0.1632497408789097	0.013471835082915658
mouse	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	20	50	0.16075915876861951	0.0118040737251641
mouse	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	20	100	0.14549851878974046	0.0035387442990146584
mouse	human	500	biological_process	top-1-acc	dsd-knn	30	-1	0.1777635751281284	0.010650062165374053
mouse	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	30	10	0.17241966818541787	0.012198658881627487
mouse	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	30	20	0.16908502583935708	0.008103511713522036
mouse	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	30	30	0.16854577242095461	0.004912113736362703
mouse	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	30	40	0.16485142829995744	0.007739392994402222
mouse	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	30	50	0.16271366500620382	0.008020869085161302
mouse	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	30	100	0.14953968936833575	0.0009782252400146543
mouse	human	500	biological_process	top-1-acc	dsd-knn	40	-1	0.18250007673649402	0.008761951017313743
mouse	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	40	10	0.1817587838239568	0.010062995927799781
mouse	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	40	20	0.1757563257013468	0.007948949652074176
mouse	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	40	30	0.17345449902314752	0.010416372491162583
mouse	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	40	40	0.16906016045033084	0.010715727653030423
mouse	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	40	50	0.16818426270152084	0.011260640721289069
mouse	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	40	100	0.15411639047642847	0.004342279334603527
mouse	human	500	biological_process	top-1-acc	dsd-knn	50	-1	0.17723377445057506	0.004556494844461881
mouse	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	50	10	0.177379878228537	0.0071985585561564515
mouse	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	50	20	0.17365514323305203	0.006820726228521692
mouse	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	50	30	0.17258183695467566	0.008535709525656212
mouse	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	50	40	0.1709893465478029	0.010361766553878472
mouse	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	50	50	0.16813653745999846	0.011866456191775336
mouse	human	500	biological_process	top-1-acc	mundo-munk-knn-weight-0.660	50	100	0.15303458553924668	0.008889626097094124
mouse	human	500	biological_process	aupr	dsd-knn	10	-1	0.08943870371014931	0.007195823107134601
mouse	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	10	10	0.09129644649982992	0.005886193673239572
mouse	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	10	20	0.0896739111459489	0.005074290225874958
mouse	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	10	30	0.08658442441156358	0.0049796524925207865
mouse	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	10	40	0.0857826432063141	0.0050813483091613435
mouse	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	10	50	0.08456927288544641	0.004378211599930508
mouse	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	10	100	0.0759307857574214	0.003827922193722249
mouse	human	500	biological_process	aupr	dsd-knn	20	-1	0.09678397591962476	0.007303400266246325
mouse	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	20	10	0.09513421985964608	0.0067304908963347464
mouse	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	20	20	0.09375140680637405	0.006368671550144926
mouse	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	20	30	0.09158506065548996	0.0071231648368327545
mouse	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	20	40	0.09054135529919834	0.006766504911143874
mouse	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	20	50	0.08933944452983572	0.006205911018082752
mouse	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	20	100	0.08173406690873834	0.005089532513893424
mouse	human	500	biological_process	aupr	dsd-knn	30	-1	0.1004417208776375	0.0059652100358917924
mouse	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	30	10	0.09810671097306703	0.006390133005284411
mouse	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	30	20	0.09585240973524015	0.006121062317063938
mouse	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	30	30	0.09393182971614147	0.005812079019564655
mouse	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	30	40	0.09196851042533383	0.006126273035708275
mouse	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	30	50	0.09095066776171282	0.006120980549872304
mouse	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	30	100	0.08450335849421715	0.005417043334944885
mouse	human	500	biological_process	aupr	dsd-knn	40	-1	0.10213379556417224	0.006397215523423031
mouse	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	40	10	0.10005060916996993	0.006575561365064416
mouse	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	40	20	0.09709137919319001	0.005988945447927554
mouse	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	40	30	0.09522717158245131	0.00636520719310716
mouse	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	40	40	0.09410224969784788	0.007109956169599786
mouse	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	40	50	0.09342269734697442	0.007280384837060314
mouse	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	40	100	0.08669387908994478	0.005418667589109775
mouse	human	500	biological_process	aupr	dsd-knn	50	-1	0.10156220176448934	0.005988121176621413
mouse	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	50	10	0.09983483544288303	0.006510711291278091
mouse	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	50	20	0.09701064895979031	0.006003662188761588
mouse	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	50	30	0.09492902745418541	0.006319256186352132
mouse	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	50	40	0.09446098045867433	0.006419286003657998
mouse	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	50	50	0.09346942633196954	0.006490455566956848
mouse	human	500	biological_process	aupr	mundo-munk-knn-weight-0.660	50	100	0.0871926004655332	0.005564563940997136
mouse	human	500	biological_process	auc	dsd-knn	10	-1	0.5661814905859086	0.0057317462802888375
mouse	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	10	10	0.6328019737442643	0.004634861545658818
mouse	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	10	20	0.6475977647997209	0.005650407841369979
mouse	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	10	30	0.6604732228883894	0.006828921663007192
mouse	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	10	40	0.6704343620452657	0.005731434458610456
mouse	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	10	50	0.6787543850676427	0.005204811172288012
mouse	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	10	100	0.7066563721786188	0.0037837144710116785
mouse	human	500	biological_process	auc	dsd-knn	20	-1	0.6017987315815312	0.005102967113737952
mouse	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	20	10	0.6526208606644698	0.004306412261337976
mouse	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	20	20	0.6649244774090557	0.005047220904731801
mouse	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	20	30	0.6759856333507844	0.006374160144336625
mouse	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	20	40	0.6845741652200379	0.005456052588563995
mouse	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	20	50	0.6922584558048299	0.004765935846883293
mouse	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	20	100	0.71703737635628	0.003912531801938974
mouse	human	500	biological_process	auc	dsd-knn	30	-1	0.6279427093800961	0.004791589971381047
mouse	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	30	10	0.6681414207798841	0.004417709294449556
mouse	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	30	20	0.6785290607273519	0.005315679948497566
mouse	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	30	30	0.6883947379205339	0.006270362300641982
mouse	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	30	40	0.6961029274424227	0.005330193143502894
mouse	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	30	50	0.7032113411105058	0.004718896583746679
mouse	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	30	100	0.7254888371329355	0.0036883464186434297
mouse	human	500	biological_process	auc	dsd-knn	40	-1	0.645674490734834	0.004825914892514585
mouse	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	40	10	0.6806846193957344	0.00471372468398389
mouse	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	40	20	0.6895687269605093	0.0055010242291166885
mouse	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	40	30	0.6980710079310092	0.006219845038246498
mouse	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	40	40	0.7051538131787659	0.005366925896741477
mouse	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	40	50	0.7115531190716665	0.004951322838899749
mouse	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	40	100	0.7317726748881447	0.004048826204123324
mouse	human	500	biological_process	auc	dsd-knn	50	-1	0.658709021478877	0.00514197448247692
mouse	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	50	10	0.6899745565358604	0.00475230351902868
mouse	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	50	20	0.6977351352519896	0.005518781120817238
mouse	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	50	30	0.7052872817337719	0.006048415934474923
mouse	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	50	40	0.7119551572437836	0.0053060156569910664
mouse	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	50	50	0.7178112374527751	0.0049690877110044095
mouse	human	500	biological_process	auc	mundo-munk-knn-weight-0.660	50	100	0.736762440131165	0.0038428820494046056
mouse	human	500	biological_process	f1max	dsd-knn	10	-1	0.14335927360544298	0.008734500969754876
mouse	human	500	biological_process	f1max	mundo-munk-knn-weight-0.660	10	10	0.15474289003623462	0.007110401178624239
mouse	human	500	biological_process	f1max	mundo-munk-knn-weight-0.660	10	20	0.15390417860832764	0.006205006410122112
mouse	human	500	biological_process	f1max	mundo-munk-knn-weight-0.660	10	30	0.15208505800437938	0.0060883481857434
mouse	human	500	biological_process	f1max	mundo-munk-knn-weight-0.660	10	40	0.15203212720551723	0.006013272058204651
mouse	human	500	biological_process	f1max	mundo-munk-knn-weight-0.660	10	50	0.1521020782368628	0.0056237228105222685
mouse	human	500	biological_process	f1max	mundo-munk-knn-weight-0.660	10	100	0.1436931189163807	0.004743256515963494
mouse	human	500	biological_process	f1max	dsd-knn	20	-1	0.15723817526030553	0.007919299134976158
mouse	human	500	biological_process	f1max	mundo-munk-knn-weight-0.660	20	10	0.16123811896059895	0.005985996612564295
mouse	human	500	biological_process	f1max	mundo-munk-knn-weight-0.660	20	20	0.16010122990112063	0.005676116367978262
mouse	human	500	biological_process	f1max	mundo-munk-knn-weight-0.660	20	30	0.15845314201764255	0.006226888428283283
mouse	human	500	biological_process	f1max	mundo-munk-knn-weight-0.660	20	40	0.15809747770349564	0.006579825699383725
mouse	human	500	biological_process	f1max	mundo-munk-knn-weight-0.660	20	50	0.1575494717335355	0.00665006837785026
mouse	human	500	biological_process	f1max	mundo-munk-knn-weight-0.660	20	100	0.15038718751732383	0.0057466444231037105
mouse	human	500	biological_process	f1max	dsd-knn	30	-1	0.1650633359114178	0.006743026430159567
mouse	human	500	biological_process	f1max	mundo-munk-knn-weight-0.660	30	10	0.16636034602612873	0.006060290903300522
mouse	human	500	biological_process	f1max	mundo-munk-knn-weight-0.660	30	20	0.16404176624256472	0.005869104707565594
mouse	human	500	biological_process	f1max	mundo-munk-knn-weight-0.660	30	30	0.16209369846577731	0.006034776080252269
mouse	human	500	biological_process	f1max	mundo-munk-knn-weight-0.660	30	40	0.16058210516091256	0.006544584927177918
mouse	human	500	biological_process	f1max	mundo-munk-knn-weight-0.660	30	50	0.15999234533947834	0.006824045933589386
mouse	human	500	biological_process	f1max	mundo-munk-knn-weight-0.660	30	100	0.1535742851817788	0.006207225495741968
mouse	human	500	biological_process	f1max	dsd-knn	40	-1	0.16788759571558914	0.0069863128885205945
mouse	human	500	biological_process	f1max	mundo-munk-knn-weight-0.660	40	10	0.16824189778483176	0.006454795542570473
mouse	human	500	biological_process	f1max	mundo-munk-knn-weight-0.660	40	20	0.16506017771750264	0.006075280694872789
mouse	human	500	biological_process	f1max	mundo-munk-knn-weight-0.660	40	30	0.16330345085019132	0.006733233589230296
mouse	human	500	biological_process	f1max	mundo-munk-knn-weight-0.660	40	40	0.16235658847026546	0.007307541322233173
mouse	human	500	biological_process	f1max	mundo-munk-knn-weight-0.660	40	50	0.1620194602886096	0.007664922369519773
mouse	human	500	biological_process	f1max	mundo-munk-knn-weight-0.660	40	100	0.15592579684562652	0.006251616967852359
mouse	human	500	biological_process	f1max	dsd-knn	50	-1	0.16880492807615485	0.007038701408935554
mouse	human	500	biological_process	f1max	mundo-munk-knn-weight-0.660	50	10	0.16892830915559282	0.00663667388817398
mouse	human	500	biological_process	f1max	mundo-munk-knn-weight-0.660	50	20	0.1654735187325047	0.006154204185255865
mouse	human	500	biological_process	f1max	mundo-munk-knn-weight-0.660	50	30	0.16323828974075272	0.006815439657671806
mouse	human	500	biological_process	f1max	mundo-munk-knn-weight-0.660	50	40	0.16287381086975822	0.006678850246469895
mouse	human	500	biological_process	f1max	mundo-munk-knn-weight-0.660	50	50	0.16248878116238932	0.006939780533324243
mouse	human	500	biological_process	f1max	mundo-munk-knn-weight-0.660	50	100	0.15648278919150388	0.006217515257320047
mouse	human	500	cellular_component	top-1-acc	dsd-knn	10	-1	0.515014150229337	0.008016544882030857
mouse	human	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	10	10	0.5794589343480832	0.01267668237990246
mouse	human	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	10	20	0.5690284640129655	0.009748491036977787
mouse	human	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	10	30	0.5431005476534068	0.006896397606218052
mouse	human	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	10	40	0.5359187107204703	0.006300071044280836
mouse	human	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	10	50	0.5339986532664349	0.0052762803613239685
mouse	human	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	10	100	0.5572659183246339	0.007857267997107599
mouse	human	500	cellular_component	top-1-acc	dsd-knn	20	-1	0.5454742597959623	0.01014140009832823
mouse	human	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	20	10	0.589263955712737	0.01129767267292816
mouse	human	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	20	20	0.5829943883254302	0.0142052201127826
mouse	human	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	20	30	0.5735532362799679	0.011008566649014888
mouse	human	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	20	40	0.5631816288106093	0.009868997078114677
mouse	human	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	20	50	0.5597559729643566	0.010927020430829888
mouse	human	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	20	100	0.5593324350374346	0.00858092228059899
mouse	human	500	cellular_component	top-1-acc	dsd-knn	30	-1	0.5613331723604029	0.012224606598165518
mouse	human	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	30	10	0.5896594720968056	0.013701695028434564
mouse	human	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	30	20	0.5858212025018582	0.012739133774530639
mouse	human	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	30	30	0.5803186805138785	0.009420703092441994
mouse	human	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	30	40	0.5748784110781087	0.010217941789997607
mouse	human	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	30	50	0.5720070016895179	0.010249404001589366
mouse	human	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	30	100	0.5631446179255669	0.009150638333444391
mouse	human	500	cellular_component	top-1-acc	dsd-knn	40	-1	0.5635600749603416	0.009014188100194815
mouse	human	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	40	10	0.588103502208327	0.01143491148768319
mouse	human	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	40	20	0.587141736235621	0.01049170295486703
mouse	human	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	40	30	0.5852515463413944	0.010756858814977375
mouse	human	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	40	40	0.5826125315897136	0.011490073368093538
mouse	human	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	40	50	0.5780777354412965	0.012047136694416734
mouse	human	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	40	100	0.5656179407496832	0.009978634895603565
mouse	human	500	cellular_component	top-1-acc	dsd-knn	50	-1	0.563616182864106	0.012583482895884507
mouse	human	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	50	10	0.5856402837504181	0.012911752344758371
mouse	human	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	50	20	0.5860085400251851	0.010777379956376381
mouse	human	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	50	30	0.5856160062854558	0.010657614886068756
mouse	human	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	50	40	0.5843259754558687	0.011479559203481983
mouse	human	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	50	50	0.5801663112236001	0.011340282354661606
mouse	human	500	cellular_component	top-1-acc	mundo-munk-knn-weight-0.660	50	100	0.5680466690654684	0.009759005844751563
mouse	human	500	cellular_component	aupr	dsd-knn	10	-1	0.42455961047285856	0.005995970183104685
mouse	human	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	10	10	0.4740777307810989	0.008141518373880916
mouse	human	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	10	20	0.4696452937610765	0.005752378997594904
mouse	human	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	10	30	0.45798718506148983	0.00449591071554341
mouse	human	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	10	40	0.45458063114936464	0.0035245596293296028
mouse	human	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	10	50	0.4504641741455503	0.0024019315287633985
mouse	human	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	10	100	0.445936452385313	0.0030419121616028105
mouse	human	500	cellular_component	aupr	dsd-knn	20	-1	0.4597665075977876	0.007617238603544247
mouse	human	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	20	10	0.4914424019005718	0.006745163113744178
mouse	human	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	20	20	0.4884529684608527	0.006168600775959372
mouse	human	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	20	30	0.4809095514705565	0.005342549575459021
mouse	human	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	20	40	0.47492817433076384	0.004380583247908787
mouse	human	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	20	50	0.4698457651001406	0.003390459340598265
mouse	human	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	20	100	0.4557337126562203	0.003330675196850502
mouse	human	500	cellular_component	aupr	dsd-knn	30	-1	0.4764483181517921	0.007966989285201674
mouse	human	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	30	10	0.4989299008656752	0.007757331292475214
mouse	human	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	30	20	0.4968900888571417	0.006215657535477572
mouse	human	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	30	30	0.49163835478684675	0.005514929985714555
mouse	human	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	30	40	0.48752209736791097	0.005069026232624151
mouse	human	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	30	50	0.48290203427469935	0.003977289178328262
mouse	human	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	30	100	0.46408440440644566	0.004339517254341648
mouse	human	500	cellular_component	aupr	dsd-knn	40	-1	0.4829947312518569	0.007151006515248776
mouse	human	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	40	10	0.5019829271165295	0.006719988191003245
mouse	human	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	40	20	0.501125321143132	0.00646519629056783
mouse	human	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	40	30	0.49779047189474124	0.006583174009462768
mouse	human	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	40	40	0.4951084661102363	0.006416108064720565
mouse	human	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	40	50	0.4899217643489246	0.005361803185053413
mouse	human	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	40	100	0.47155953059365796	0.0049700618871877204
mouse	human	500	cellular_component	aupr	dsd-knn	50	-1	0.48694119569702315	0.007882580136197826
mouse	human	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	50	10	0.5038105852947474	0.006891680080702792
mouse	human	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	50	20	0.5032576273160727	0.006668094621108422
mouse	human	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	50	30	0.5002373656397581	0.006010744586140156
mouse	human	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	50	40	0.4979653648500347	0.005940279776402146
mouse	human	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	50	50	0.4943340522184271	0.004947190388161192
mouse	human	500	cellular_component	aupr	mundo-munk-knn-weight-0.660	50	100	0.47794094534826514	0.004577988529845607
mouse	human	500	cellular_component	auc	dsd-knn	10	-1	0.7422475539440031	0.0059375552784683375
mouse	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	10	10	0.8251282553486675	0.004594875238779287
mouse	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	10	20	0.8474684190147121	0.004872057372329613
mouse	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	10	30	0.8641001736853674	0.0032237567907158734
mouse	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	10	40	0.8765465807786921	0.002342349399576732
mouse	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	10	50	0.8868666250690774	0.0008774118478736199
mouse	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	10	100	0.906811215095629	0.0008772196889063995
mouse	human	500	cellular_component	auc	dsd-knn	20	-1	0.7908523583528417	0.005264779608732489
mouse	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	20	10	0.8511201093386458	0.004127140932951672
mouse	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	20	20	0.8673262326125609	0.004397361664215385
mouse	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	20	30	0.8792417084534991	0.0035192318161288223
mouse	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	20	40	0.8881619678217003	0.002878061278408207
mouse	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	20	50	0.8961041051545579	0.001252836478078639
mouse	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	20	100	0.9119036740196218	0.0010092659858869728
mouse	human	500	cellular_component	auc	dsd-knn	30	-1	0.820608802985873	0.006049509431429792
mouse	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	30	10	0.8670295909743805	0.003443623579663032
mouse	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	30	20	0.8791818519226278	0.0035237810346965045
mouse	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	30	30	0.8884770278057077	0.0027900186011670554
mouse	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	30	40	0.8956966390300133	0.0024449088011950673
mouse	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	30	50	0.9024825096146516	0.001035515791129374
mouse	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	30	100	0.9160416218178412	0.0011156222927159553
mouse	human	500	cellular_component	auc	dsd-knn	40	-1	0.8377157902525075	0.007561460166639928
mouse	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	40	10	0.8778754860778282	0.003907878807310662
mouse	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	40	20	0.8873877234758092	0.004121450228849467
mouse	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	40	30	0.8947057113272919	0.0034524124844579796
mouse	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	40	40	0.9008769669118124	0.0028302168212564417
mouse	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	40	50	0.9068024853853393	0.0010634269621299353
mouse	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	40	100	0.9184509115188686	0.0012517119287796727
mouse	human	500	cellular_component	auc	dsd-knn	50	-1	0.849340405688919	0.00673421173506162
mouse	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	50	10	0.8853604092183135	0.003037481961886257
mouse	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	50	20	0.8931589875246038	0.0032069519535722346
mouse	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	50	30	0.8990982161605487	0.002898344913338683
mouse	human	500	cellular_component	auc	mundo-munk-knn-weight-0.660	50	40	0.9045716017744112	0.002625645615772458
