Species A	Species B	SVD embedding	Landmark no	GO type	Scoring metric	Prediction method	kA	kB	Average score	Standard deviation
fly	bakers	250	50	molecular_function	auc	mundo4-knn-weight-0.660	50	100	0.7252280849664212	0.007671922715838043
fly	bakers	250	50	molecular_function	f1max	mundo4-knn-weight-0.660	10	10	0.13972643311940372	0.00877040655669156
fly	bakers	250	50	molecular_function	f1max	mundo4-knn-weight-0.660	10	20	0.17293624758894713	0.007609936190052807
fly	bakers	250	50	molecular_function	f1max	mundo4-knn-weight-0.660	10	30	0.17898201032228744	0.006900215451361392
fly	bakers	250	50	molecular_function	f1max	mundo4-knn-weight-0.660	10	40	0.18479505195188076	0.008432790938686431
fly	bakers	250	50	molecular_function	f1max	mundo4-knn-weight-0.660	10	50	0.18459822218872962	0.009169287201600283
fly	bakers	250	50	molecular_function	f1max	mundo4-knn-weight-0.660	10	100	0.1827214031182182	0.009748929593577567
fly	bakers	250	50	molecular_function	f1max	mundo4-knn-weight-0.660	20	10	0.18269263639743744	0.013999239657349297
fly	bakers	250	50	molecular_function	f1max	mundo4-knn-weight-0.660	20	20	0.19545106436525167	0.0095498011899718
fly	bakers	250	50	molecular_function	f1max	mundo4-knn-weight-0.660	20	30	0.19767384600019197	0.007703024226932045
fly	bakers	250	50	molecular_function	f1max	mundo4-knn-weight-0.660	20	40	0.19941080480388054	0.00858242979237801
fly	bakers	250	50	molecular_function	f1max	mundo4-knn-weight-0.660	20	50	0.19863139925607803	0.008832406405189855
fly	bakers	250	50	molecular_function	f1max	mundo4-knn-weight-0.660	20	100	0.1932529497688773	0.008148689806732782
fly	bakers	250	50	molecular_function	f1max	mundo4-knn-weight-0.660	30	10	0.19851339161398912	0.011032960391229847
fly	bakers	250	50	molecular_function	f1max	mundo4-knn-weight-0.660	30	20	0.20482127550887724	0.007414190285571784
fly	bakers	250	50	molecular_function	f1max	mundo4-knn-weight-0.660	30	30	0.2056785065729602	0.005610342194706763
fly	bakers	250	50	molecular_function	f1max	mundo4-knn-weight-0.660	30	40	0.20631241875031106	0.006836723410877822
fly	bakers	250	50	molecular_function	f1max	mundo4-knn-weight-0.660	30	50	0.20531408085831443	0.006896826090442605
fly	bakers	250	50	molecular_function	f1max	mundo4-knn-weight-0.660	30	100	0.19997195014353572	0.0051871367184236775
fly	bakers	250	50	molecular_function	f1max	mundo4-knn-weight-0.660	40	10	0.2041507992791795	0.008142723910559322
fly	bakers	250	50	molecular_function	f1max	mundo4-knn-weight-0.660	40	20	0.20905062068323232	0.005342989712377044
fly	bakers	250	50	molecular_function	f1max	mundo4-knn-weight-0.660	40	30	0.20968299680773814	0.0043037140954404855
fly	bakers	250	50	molecular_function	f1max	mundo4-knn-weight-0.660	40	40	0.2099841405774605	0.004981615336687952
fly	bakers	250	50	molecular_function	f1max	mundo4-knn-weight-0.660	40	50	0.20864761428211426	0.005177961826470776
fly	bakers	250	50	molecular_function	f1max	mundo4-knn-weight-0.660	40	100	0.2042294519494019	0.0051060034937557884
fly	bakers	250	50	molecular_function	f1max	mundo4-knn-weight-0.660	50	10	0.21005430595667712	0.0035288742623278695
fly	bakers	250	50	molecular_function	f1max	mundo4-knn-weight-0.660	50	20	0.21291451286124471	0.003010015096876537
fly	bakers	250	50	molecular_function	f1max	mundo4-knn-weight-0.660	50	30	0.2126221474203529	0.0015713816477601107
fly	bakers	250	50	molecular_function	f1max	mundo4-knn-weight-0.660	50	40	0.21289363228066485	0.0021358297615356268
fly	bakers	250	50	molecular_function	f1max	mundo4-knn-weight-0.660	50	50	0.2128401203247508	0.002607201309507824
fly	bakers	250	50	molecular_function	f1max	mundo4-knn-weight-0.660	50	100	0.2075153251646708	0.002768207746013874
fly	bakers	250	50	biological_process	top-1-acc	mundo4-knn-weight-0.660	10	10	0.0400346881028054	0.017300610103514313
fly	bakers	250	50	biological_process	top-1-acc	mundo4-knn-weight-0.660	10	20	0.05306479350262101	0.022641934485748937
fly	bakers	250	50	biological_process	top-1-acc	mundo4-knn-weight-0.660	10	30	0.05580603338113547	0.023347312148679588
fly	bakers	250	50	biological_process	top-1-acc	mundo4-knn-weight-0.660	10	40	0.05612590066223563	0.021275674373600013
fly	bakers	250	50	biological_process	top-1-acc	mundo4-knn-weight-0.660	10	50	0.05524453944996248	0.019898475944237926
fly	bakers	250	50	biological_process	top-1-acc	mundo4-knn-weight-0.660	10	100	0.045189713308024786	0.0036184894133176
fly	bakers	250	50	biological_process	top-1-acc	mundo4-knn-weight-0.660	20	10	0.0673024081083911	0.027904340679782993
fly	bakers	250	50	biological_process	top-1-acc	mundo4-knn-weight-0.660	20	20	0.07800698930814993	0.01902190691124707
fly	bakers	250	50	biological_process	top-1-acc	mundo4-knn-weight-0.660	20	30	0.0786571583329678	0.01662198593606916
fly	bakers	250	50	biological_process	top-1-acc	mundo4-knn-weight-0.660	20	40	0.08037036681079872	0.01436194043608688
fly	bakers	250	50	biological_process	top-1-acc	mundo4-knn-weight-0.660	20	50	0.07720650955580878	0.012516755247725851
fly	bakers	250	50	biological_process	top-1-acc	mundo4-knn-weight-0.660	20	100	0.054079166645128705	0.0076376899514045875
fly	bakers	250	50	biological_process	top-1-acc	mundo4-knn-weight-0.660	30	10	0.07436887578457124	0.01861801703491646
fly	bakers	250	50	biological_process	top-1-acc	mundo4-knn-weight-0.660	30	20	0.08445102392887781	0.008598178515444655
fly	bakers	250	50	biological_process	top-1-acc	mundo4-knn-weight-0.660	30	30	0.0844559965443623	0.007205293681725825
fly	bakers	250	50	biological_process	top-1-acc	mundo4-knn-weight-0.660	30	40	0.08571284213944869	0.005326400446752973
fly	bakers	250	50	biological_process	top-1-acc	mundo4-knn-weight-0.660	30	50	0.0838672011519162	0.007026540471740974
fly	bakers	250	50	biological_process	top-1-acc	mundo4-knn-weight-0.660	30	100	0.06978825252815252	0.009643905654467629
fly	bakers	250	50	biological_process	top-1-acc	mundo4-knn-weight-0.660	40	10	0.0798054388114579	0.009157279486711507
fly	bakers	250	50	biological_process	top-1-acc	mundo4-knn-weight-0.660	40	20	0.08902837414719703	0.003370799631543871
fly	bakers	250	50	biological_process	top-1-acc	mundo4-knn-weight-0.660	40	30	0.08854646469245822	0.0028975320869294246
fly	bakers	250	50	biological_process	top-1-acc	mundo4-knn-weight-0.660	40	40	0.09039809233204224	0.002948756242507143
fly	bakers	250	50	biological_process	top-1-acc	mundo4-knn-weight-0.660	40	50	0.08964095303410216	0.0035683295026705986
fly	bakers	250	50	biological_process	top-1-acc	mundo4-knn-weight-0.660	40	100	0.079842472305748	0.0077804510238327195
fly	bakers	250	50	biological_process	top-1-acc	mundo4-knn-weight-0.660	50	10	0.0858552248482975	0.008912504520711446
fly	bakers	250	50	biological_process	top-1-acc	mundo4-knn-weight-0.660	50	20	0.09136948959303523	0.0046907875499220784
fly	bakers	250	50	biological_process	top-1-acc	mundo4-knn-weight-0.660	50	30	0.09288431872852712	0.004263000441689985
fly	bakers	250	50	biological_process	top-1-acc	mundo4-knn-weight-0.660	50	40	0.09411520078996363	0.004288886418965118
fly	bakers	250	50	biological_process	top-1-acc	mundo4-knn-weight-0.660	50	50	0.09412635508601877	0.0050505697211029816
fly	bakers	250	50	biological_process	top-1-acc	mundo4-knn-weight-0.660	50	100	0.0861928714253683	0.007604902332502267
fly	bakers	250	50	biological_process	aupr	mundo4-knn-weight-0.660	10	10	0.026444359762269047	0.00926578803513117
fly	bakers	250	50	biological_process	aupr	mundo4-knn-weight-0.660	10	20	0.03704225210354609	0.01112835473231802
fly	bakers	250	50	biological_process	aupr	mundo4-knn-weight-0.660	10	30	0.038381056113006864	0.011273692902160855
fly	bakers	250	50	biological_process	aupr	mundo4-knn-weight-0.660	10	40	0.0405015641635572	0.010379724726160295
fly	bakers	250	50	biological_process	aupr	mundo4-knn-weight-0.660	10	50	0.04162726456069139	0.009470625483386222
fly	bakers	250	50	biological_process	aupr	mundo4-knn-weight-0.660	10	100	0.049218533365977736	0.0021033647251922564
fly	bakers	250	50	biological_process	aupr	mundo4-knn-weight-0.660	20	10	0.04280516541094063	0.013707396643108681
fly	bakers	250	50	biological_process	aupr	mundo4-knn-weight-0.660	20	20	0.05147404663362396	0.00783046306836049
fly	bakers	250	50	biological_process	aupr	mundo4-knn-weight-0.660	20	30	0.052728859441935116	0.007473868357502283
fly	bakers	250	50	biological_process	aupr	mundo4-knn-weight-0.660	20	40	0.05456624229373034	0.005917882874681949
fly	bakers	250	50	biological_process	aupr	mundo4-knn-weight-0.660	20	50	0.0543104708948026	0.004756684412954369
fly	bakers	250	50	biological_process	aupr	mundo4-knn-weight-0.660	20	100	0.05316901418702853	0.0031509171558154266
fly	bakers	250	50	biological_process	aupr	mundo4-knn-weight-0.660	30	10	0.04712790072196932	0.008959442285051814
fly	bakers	250	50	biological_process	aupr	mundo4-knn-weight-0.660	30	20	0.05482452341741086	0.0038909123228372646
fly	bakers	250	50	biological_process	aupr	mundo4-knn-weight-0.660	30	30	0.05583616174746037	0.003818830261746848
fly	bakers	250	50	biological_process	aupr	mundo4-knn-weight-0.660	30	40	0.057508182464059796	0.0027879837462630196
fly	bakers	250	50	biological_process	aupr	mundo4-knn-weight-0.660	30	50	0.05739325262314445	0.0022716122188363255
fly	bakers	250	50	biological_process	aupr	mundo4-knn-weight-0.660	30	100	0.0589984557492109	0.002620672880363236
fly	bakers	250	50	biological_process	aupr	mundo4-knn-weight-0.660	40	10	0.05126799744059374	0.001636393154020432
fly	bakers	250	50	biological_process	aupr	mundo4-knn-weight-0.660	40	20	0.057749295961669375	0.0017971478949671857
fly	bakers	250	50	biological_process	aupr	mundo4-knn-weight-0.660	40	30	0.05841136277757819	0.001968290885974249
fly	bakers	250	50	biological_process	aupr	mundo4-knn-weight-0.660	40	40	0.06024725893781746	0.0029094946790490417
fly	bakers	250	50	biological_process	aupr	mundo4-knn-weight-0.660	40	50	0.06050896127037477	0.002472440939819233
fly	bakers	250	50	biological_process	aupr	mundo4-knn-weight-0.660	40	100	0.06274842277300345	0.0030601294780143013
fly	bakers	250	50	biological_process	aupr	mundo4-knn-weight-0.660	50	10	0.05341319109219298	0.0016064154953946105
fly	bakers	250	50	biological_process	aupr	mundo4-knn-weight-0.660	50	20	0.058939225231674594	0.003063893017984886
fly	bakers	250	50	biological_process	aupr	mundo4-knn-weight-0.660	50	30	0.06032831719949248	0.0033670294502129955
fly	bakers	250	50	biological_process	aupr	mundo4-knn-weight-0.660	50	40	0.061791089475052983	0.004106643581333193
fly	bakers	250	50	biological_process	aupr	mundo4-knn-weight-0.660	50	50	0.06245872097804119	0.004074341616029224
fly	bakers	250	50	biological_process	aupr	mundo4-knn-weight-0.660	50	100	0.06499017110550623	0.004896208797553359
fly	bakers	250	50	biological_process	auc	mundo4-knn-weight-0.660	10	10	0.5401927865205739	0.0075848073760523636
fly	bakers	250	50	biological_process	auc	mundo4-knn-weight-0.660	10	20	0.5627112866909681	0.0021422910605245456
fly	bakers	250	50	biological_process	auc	mundo4-knn-weight-0.660	10	30	0.568420078725822	0.0029155001018667487
fly	bakers	250	50	biological_process	auc	mundo4-knn-weight-0.660	10	40	0.5764863745789007	0.0037266451292942153
fly	bakers	250	50	biological_process	auc	mundo4-knn-weight-0.660	10	50	0.5808765838364366	0.00417486926771573
fly	bakers	250	50	biological_process	auc	mundo4-knn-weight-0.660	10	100	0.5990111178025033	0.005000971400528847
fly	bakers	250	50	biological_process	auc	mundo4-knn-weight-0.660	20	10	0.5527537856841761	0.003895994746878381
fly	bakers	250	50	biological_process	auc	mundo4-knn-weight-0.660	20	20	0.5699731768218231	0.0025243230954669522
fly	bakers	250	50	biological_process	auc	mundo4-knn-weight-0.660	20	30	0.5751731706124119	0.003768524401121975
fly	bakers	250	50	biological_process	auc	mundo4-knn-weight-0.660	20	40	0.5822288182910762	0.004466906176999835
fly	bakers	250	50	biological_process	auc	mundo4-knn-weight-0.660	20	50	0.5864928640959477	0.004844504234463318
fly	bakers	250	50	biological_process	auc	mundo4-knn-weight-0.660	20	100	0.6036839582268201	0.005105035747739202
fly	bakers	250	50	biological_process	auc	mundo4-knn-weight-0.660	30	10	0.5624460033669463	0.0018756129129201748
fly	bakers	250	50	biological_process	auc	mundo4-knn-weight-0.660	30	20	0.5779818277148279	0.003986282965180641
fly	bakers	250	50	biological_process	auc	mundo4-knn-weight-0.660	30	30	0.5829342767921467	0.005076283547612832
fly	bakers	250	50	biological_process	auc	mundo4-knn-weight-0.660	30	40	0.5897370115578962	0.005654981748172044
fly	bakers	250	50	biological_process	auc	mundo4-knn-weight-0.660	30	50	0.5939093242995709	0.006123651532334689
fly	bakers	250	50	biological_process	auc	mundo4-knn-weight-0.660	30	100	0.6089909081600399	0.006227432708751126
fly	bakers	250	50	biological_process	auc	mundo4-knn-weight-0.660	40	10	0.5715103170255669	0.00350633758240797
fly	bakers	250	50	biological_process	auc	mundo4-knn-weight-0.660	40	20	0.5861431000665069	0.005391195372968722
fly	bakers	250	50	biological_process	auc	mundo4-knn-weight-0.660	40	30	0.590774632004943	0.00640212984574398
fly	bakers	250	50	biological_process	auc	mundo4-knn-weight-0.660	40	40	0.5973162345029736	0.006669319817628053
fly	bakers	250	50	biological_process	auc	mundo4-knn-weight-0.660	40	50	0.6010688608267655	0.007295643608727546
fly	bakers	250	50	biological_process	auc	mundo4-knn-weight-0.660	40	100	0.6148344538595076	0.007147117227640076
fly	bakers	250	50	biological_process	auc	mundo4-knn-weight-0.660	50	10	0.5801124144737745	0.004023447464351132
fly	bakers	250	50	biological_process	auc	mundo4-knn-weight-0.660	50	20	0.593994863048811	0.005589812100173724
fly	bakers	250	50	biological_process	auc	mundo4-knn-weight-0.660	50	30	0.5982437083461416	0.006333601680723631
fly	bakers	250	50	biological_process	auc	mundo4-knn-weight-0.660	50	40	0.6046636952394271	0.0065680661471542775
fly	bakers	250	50	biological_process	auc	mundo4-knn-weight-0.660	50	50	0.6081060179773227	0.007105008935028131
fly	bakers	250	50	biological_process	auc	mundo4-knn-weight-0.660	50	100	0.620534329265612	0.00696335046159507
fly	bakers	250	50	biological_process	f1max	mundo4-knn-weight-0.660	10	10	0.04599003007696617	0.012764015643002944
fly	bakers	250	50	biological_process	f1max	mundo4-knn-weight-0.660	10	20	0.06104900873487627	0.012616639581186006
fly	bakers	250	50	biological_process	f1max	mundo4-knn-weight-0.660	10	30	0.06279804115156044	0.01238393933217037
fly	bakers	250	50	biological_process	f1max	mundo4-knn-weight-0.660	10	40	0.0664848458351797	0.010954683629405099
fly	bakers	250	50	biological_process	f1max	mundo4-knn-weight-0.660	10	50	0.06859993158107487	0.010005624648086246
fly	bakers	250	50	biological_process	f1max	mundo4-knn-weight-0.660	10	100	0.08350571934088417	0.002205151932732798
fly	bakers	250	50	biological_process	f1max	mundo4-knn-weight-0.660	20	10	0.06651990246983686	0.01727181028521496
fly	bakers	250	50	biological_process	f1max	mundo4-knn-weight-0.660	20	20	0.07717077341852038	0.00940222321643723
fly	bakers	250	50	biological_process	f1max	mundo4-knn-weight-0.660	20	30	0.07909601063466176	0.008946330025117988
fly	bakers	250	50	biological_process	f1max	mundo4-knn-weight-0.660	20	40	0.08186249856140324	0.006771414754509289
fly	bakers	250	50	biological_process	f1max	mundo4-knn-weight-0.660	20	50	0.08281332892736723	0.0055863299740498175
fly	bakers	250	50	biological_process	f1max	mundo4-knn-weight-0.660	20	100	0.0877517563088867	0.0024068679644845127
fly	bakers	250	50	biological_process	f1max	mundo4-knn-weight-0.660	30	10	0.07390279024054869	0.011528343332497902
fly	bakers	250	50	biological_process	f1max	mundo4-knn-weight-0.660	30	20	0.08311682719237945	0.005086732749270434
fly	bakers	250	50	biological_process	f1max	mundo4-knn-weight-0.660	30	30	0.08476047263098299	0.0048668100408595805
fly	bakers	250	50	biological_process	f1max	mundo4-knn-weight-0.660	30	40	0.08687672562281416	0.0030974200333692306
fly	bakers	250	50	biological_process	f1max	mundo4-knn-weight-0.660	30	50	0.08773298542417798	0.0023334673689714867
fly	bakers	250	50	biological_process	f1max	mundo4-knn-weight-0.660	30	100	0.09330195114750399	0.0025201404343638384
fly	bakers	250	50	biological_process	f1max	mundo4-knn-weight-0.660	40	10	0.08030298747788037	0.003011042100692451
fly	bakers	250	50	biological_process	f1max	mundo4-knn-weight-0.660	40	20	0.08774726226843255	0.0018969236783560794
fly	bakers	250	50	biological_process	f1max	mundo4-knn-weight-0.660	40	30	0.08903946543121403	0.0024419143302289075
fly	bakers	250	50	biological_process	f1max	mundo4-knn-weight-0.660	40	40	0.09093635083278716	0.003047449701266933
fly	bakers	250	50	biological_process	f1max	mundo4-knn-weight-0.660	40	50	0.09203316360970973	0.0022520285881578546
fly	bakers	250	50	biological_process	f1max	mundo4-knn-weight-0.660	40	100	0.09720954472825612	0.0038127046299559976
fly	bakers	250	50	biological_process	f1max	mundo4-knn-weight-0.660	50	10	0.08358719358770042	0.0017945131666236703
fly	bakers	250	50	biological_process	f1max	mundo4-knn-weight-0.660	50	20	0.08996134314300447	0.0029495639575253148
fly	bakers	250	50	biological_process	f1max	mundo4-knn-weight-0.660	50	30	0.09176669624191669	0.0031768279479981497
fly	bakers	250	50	biological_process	f1max	mundo4-knn-weight-0.660	50	40	0.09343370604185454	0.0038020608609762945
fly	bakers	250	50	biological_process	f1max	mundo4-knn-weight-0.660	50	50	0.09469372282513536	0.0035546622384174417
fly	bakers	250	50	biological_process	f1max	mundo4-knn-weight-0.660	50	100	0.09965828664349971	0.005266688837502425
fly	bakers	250	50	cellular_component	top-1-acc	mundo4-knn-weight-0.660	10	10	0.4501455583100288	0.011919421920824874
fly	bakers	250	50	cellular_component	top-1-acc	mundo4-knn-weight-0.660	10	20	0.46199528973925474	0.011166782100725126
fly	bakers	250	50	cellular_component	top-1-acc	mundo4-knn-weight-0.660	10	30	0.4626666193679698	0.010262729163718355
fly	bakers	250	50	cellular_component	top-1-acc	mundo4-knn-weight-0.660	10	40	0.46288615833613667	0.010213551154119137
fly	bakers	250	50	cellular_component	top-1-acc	mundo4-knn-weight-0.660	10	50	0.46288615833613667	0.010213551154119137
fly	bakers	250	50	cellular_component	top-1-acc	mundo4-knn-weight-0.660	10	100	0.46288615833613667	0.010213551154119137
fly	bakers	250	50	cellular_component	top-1-acc	mundo4-knn-weight-0.660	20	10	0.4591695683481384	0.010353954560930188
fly	bakers	250	50	cellular_component	top-1-acc	mundo4-knn-weight-0.660	20	20	0.4626760743025232	0.009907952892041183
fly	bakers	250	50	cellular_component	top-1-acc	mundo4-knn-weight-0.660	20	30	0.46288615833613667	0.010213551154119137
fly	bakers	250	50	cellular_component	top-1-acc	mundo4-knn-weight-0.660	20	40	0.46288615833613667	0.010213551154119137
fly	bakers	250	50	cellular_component	top-1-acc	mundo4-knn-weight-0.660	20	50	0.46288615833613667	0.010213551154119137
fly	bakers	250	50	cellular_component	top-1-acc	mundo4-knn-weight-0.660	20	100	0.46288615833613667	0.010213551154119137
fly	bakers	250	50	cellular_component	top-1-acc	mundo4-knn-weight-0.660	30	10	0.4624659902689098	0.009611010157805485
fly	bakers	250	50	cellular_component	top-1-acc	mundo4-knn-weight-0.660	30	20	0.46288615833613667	0.010213551154119137
fly	bakers	250	50	cellular_component	top-1-acc	mundo4-knn-weight-0.660	30	30	0.46288615833613667	0.010213551154119137
fly	bakers	250	50	cellular_component	top-1-acc	mundo4-knn-weight-0.660	30	40	0.46288615833613667	0.010213551154119137
fly	bakers	250	50	cellular_component	top-1-acc	mundo4-knn-weight-0.660	30	50	0.46288615833613667	0.010213551154119137
fly	bakers	250	50	cellular_component	top-1-acc	mundo4-knn-weight-0.660	30	100	0.46288615833613667	0.010213551154119137
fly	bakers	250	50	cellular_component	top-1-acc	mundo4-knn-weight-0.660	40	10	0.46288615833613667	0.010213551154119137
fly	bakers	250	50	cellular_component	top-1-acc	mundo4-knn-weight-0.660	40	20	0.46288615833613667	0.010213551154119137
fly	bakers	250	50	cellular_component	top-1-acc	mundo4-knn-weight-0.660	40	30	0.46288615833613667	0.010213551154119137
fly	bakers	250	50	cellular_component	top-1-acc	mundo4-knn-weight-0.660	40	40	0.46288615833613667	0.010213551154119137
fly	bakers	250	50	cellular_component	top-1-acc	mundo4-knn-weight-0.660	40	50	0.46288615833613667	0.010213551154119137
fly	bakers	250	50	cellular_component	top-1-acc	mundo4-knn-weight-0.660	40	100	0.46288615833613667	0.010213551154119137
fly	bakers	250	50	cellular_component	top-1-acc	mundo4-knn-weight-0.660	50	10	0.46288615833613667	0.010213551154119137
fly	bakers	250	50	cellular_component	top-1-acc	mundo4-knn-weight-0.660	50	20	0.46288615833613667	0.010213551154119137
fly	bakers	250	50	cellular_component	top-1-acc	mundo4-knn-weight-0.660	50	30	0.46288615833613667	0.010213551154119137
fly	bakers	250	50	cellular_component	top-1-acc	mundo4-knn-weight-0.660	50	40	0.46288615833613667	0.010213551154119137
fly	bakers	250	50	cellular_component	top-1-acc	mundo4-knn-weight-0.660	50	50	0.46288615833613667	0.010213551154119137
fly	bakers	250	50	cellular_component	top-1-acc	mundo4-knn-weight-0.660	50	100	0.46288615833613667	0.010213551154119137
fly	bakers	250	50	cellular_component	aupr	mundo4-knn-weight-0.660	10	10	0.43944280341361164	0.010554474970060863
fly	bakers	250	50	cellular_component	aupr	mundo4-knn-weight-0.660	10	20	0.4517076876695422	0.00874496334419551
fly	bakers	250	50	cellular_component	aupr	mundo4-knn-weight-0.660	10	30	0.4522357112037585	0.00850101810439144
fly	bakers	250	50	cellular_component	aupr	mundo4-knn-weight-0.660	10	40	0.45447969204891453	0.008429108620803705
fly	bakers	250	50	cellular_component	aupr	mundo4-knn-weight-0.660	10	50	0.45483084335937685	0.008759439777874058
fly	bakers	250	50	cellular_component	aupr	mundo4-knn-weight-0.660	10	100	0.4605191715167344	0.008704698696955669
fly	bakers	250	50	cellular_component	aupr	mundo4-knn-weight-0.660	20	10	0.44649674164076086	0.008725206364028366
fly	bakers	250	50	cellular_component	aupr	mundo4-knn-weight-0.660	20	20	0.4552812880973944	0.007537418738614006
fly	bakers	250	50	cellular_component	aupr	mundo4-knn-weight-0.660	20	30	0.45499763164393514	0.008148967956504502
fly	bakers	250	50	cellular_component	aupr	mundo4-knn-weight-0.660	20	40	0.4570949923825925	0.008134601049850112
fly	bakers	250	50	cellular_component	aupr	mundo4-knn-weight-0.660	20	50	0.45707462538676696	0.008491254960685313
fly	bakers	250	50	cellular_component	aupr	mundo4-knn-weight-0.660	20	100	0.46193266333682576	0.008623650903682323
fly	bakers	250	50	cellular_component	aupr	mundo4-knn-weight-0.660	30	10	0.4532224839555135	0.007071885932953375
fly	bakers	250	50	cellular_component	aupr	mundo4-knn-weight-0.660	30	20	0.45790856437773675	0.007317401460272159
fly	bakers	250	50	cellular_component	aupr	mundo4-knn-weight-0.660	30	30	0.4593023178819967	0.007831585503525581
fly	bakers	250	50	cellular_component	aupr	mundo4-knn-weight-0.660	30	40	0.4609159986841805	0.008050330109946508
fly	bakers	250	50	cellular_component	aupr	mundo4-knn-weight-0.660	30	50	0.46076985295943285	0.00769450940516165
fly	bakers	250	50	cellular_component	aupr	mundo4-knn-weight-0.660	30	100	0.46390573083719655	0.0083739881505898
fly	bakers	250	50	cellular_component	aupr	mundo4-knn-weight-0.660	40	10	0.456433923072212	0.007366221049863989
fly	bakers	250	50	cellular_component	aupr	mundo4-knn-weight-0.660	40	20	0.45938281145536325	0.0072513553005134415
fly	bakers	250	50	cellular_component	aupr	mundo4-knn-weight-0.660	40	30	0.46106666311756506	0.00763643114466359
fly	bakers	250	50	cellular_component	aupr	mundo4-knn-weight-0.660	40	40	0.4630359716762646	0.007457347039408879
fly	bakers	250	50	cellular_component	aupr	mundo4-knn-weight-0.660	40	50	0.46323926046830344	0.007870038011764382
fly	bakers	250	50	cellular_component	aupr	mundo4-knn-weight-0.660	40	100	0.4654711181392459	0.008451055530918895
fly	bakers	250	50	cellular_component	aupr	mundo4-knn-weight-0.660	50	10	0.45678814294421227	0.005935216551298752
fly	bakers	250	50	cellular_component	aupr	mundo4-knn-weight-0.660	50	20	0.45952779597635446	0.006267672604993095
fly	bakers	250	50	cellular_component	aupr	mundo4-knn-weight-0.660	50	30	0.4611025443641096	0.006318590331439783
fly	bakers	250	50	cellular_component	aupr	mundo4-knn-weight-0.660	50	40	0.4632026444915808	0.006499372346783289
fly	bakers	250	50	cellular_component	aupr	mundo4-knn-weight-0.660	50	50	0.4638735075187378	0.006924792933970915
fly	bakers	250	50	cellular_component	aupr	mundo4-knn-weight-0.660	50	100	0.4664136029357742	0.00789181872103734
fly	bakers	250	50	cellular_component	auc	mundo4-knn-weight-0.660	10	10	0.766318686167126	0.005494345436071904
fly	bakers	250	50	cellular_component	auc	mundo4-knn-weight-0.660	10	20	0.769404297356471	0.005144817305452402
fly	bakers	250	50	cellular_component	auc	mundo4-knn-weight-0.660	10	30	0.7723101951726593	0.005481185166668508
fly	bakers	250	50	cellular_component	auc	mundo4-knn-weight-0.660	10	40	0.7784672281530887	0.006063039171631701
fly	bakers	250	50	cellular_component	auc	mundo4-knn-weight-0.660	10	50	0.7825197365668158	0.006001721881936119
fly	bakers	250	50	cellular_component	auc	mundo4-knn-weight-0.660	10	100	0.8005607230572018	0.004447711233442738
fly	bakers	250	50	cellular_component	auc	mundo4-knn-weight-0.660	20	10	0.7768626011162192	0.007830856318823614
fly	bakers	250	50	cellular_component	auc	mundo4-knn-weight-0.660	20	20	0.7797858669066187	0.0077647246618546325
fly	bakers	250	50	cellular_component	auc	mundo4-knn-weight-0.660	20	30	0.7824045468831251	0.007934072998901956
fly	bakers	250	50	cellular_component	auc	mundo4-knn-weight-0.660	20	40	0.7873635441465445	0.007623902853102881
fly	bakers	250	50	cellular_component	auc	mundo4-knn-weight-0.660	20	50	0.7910011953526419	0.008151054861210814
fly	bakers	250	50	cellular_component	auc	mundo4-knn-weight-0.660	20	100	0.806479678239574	0.005848807734076725
fly	bakers	250	50	cellular_component	auc	mundo4-knn-weight-0.660	30	10	0.7886791738379288	0.006710202493762575
fly	bakers	250	50	cellular_component	auc	mundo4-knn-weight-0.660	30	20	0.7914428891680271	0.00629046826301371
fly	bakers	250	50	cellular_component	auc	mundo4-knn-weight-0.660	30	30	0.7929519269693334	0.0069765687074928385
fly	bakers	250	50	cellular_component	auc	mundo4-knn-weight-0.660	30	40	0.7973424488857062	0.006764132008495511
fly	bakers	250	50	cellular_component	auc	mundo4-knn-weight-0.660	30	50	0.8004368090282273	0.007249711982543181
fly	bakers	250	50	cellular_component	auc	mundo4-knn-weight-0.660	30	100	0.8135480257010123	0.005991533132615776
fly	bakers	250	50	cellular_component	auc	mundo4-knn-weight-0.660	40	10	0.7962798881604837	0.0067940793288962095
fly	bakers	250	50	cellular_component	auc	mundo4-knn-weight-0.660	40	20	0.7985072718338764	0.006348788645010907
fly	bakers	250	50	cellular_component	auc	mundo4-knn-weight-0.660	40	30	0.7994415599055774	0.0070547707494437
fly	bakers	250	50	cellular_component	auc	mundo4-knn-weight-0.660	40	40	0.8032565698260736	0.006650712674399727
fly	bakers	250	50	cellular_component	auc	mundo4-knn-weight-0.660	40	50	0.8061416459111775	0.006944718302202465
fly	bakers	250	50	cellular_component	auc	mundo4-knn-weight-0.660	40	100	0.8178061610898247	0.005847967367421972
fly	bakers	250	50	cellular_component	auc	mundo4-knn-weight-0.660	50	10	0.8018583485307038	0.006079144454018348
fly	bakers	250	50	cellular_component	auc	mundo4-knn-weight-0.660	50	20	0.8035156873143905	0.005881462383252987
fly	bakers	250	50	cellular_component	auc	mundo4-knn-weight-0.660	50	30	0.8044744315612669	0.006486972749807896
fly	bakers	250	50	cellular_component	auc	mundo4-knn-weight-0.660	50	40	0.8078484905249255	0.0060012586849977935
