Species A	Species B	SVD embedding	Landmark no	GO type	Scoring metric	Prediction method	kA	kB	Average score	Standard deviation
rat	human	250	500	cellular_component	f1max	dsd-knn	30	-1	0.2012480267658801	0.020240989550883885
rat	human	250	500	cellular_component	f1max	mundo4-knn-weight-0.800	30	10	0.24240659515381274	0.017497173941177543
rat	human	250	500	cellular_component	f1max	mundo4-knn-weight-0.800	30	20	0.2590326421445318	0.0160409438307514
rat	human	250	500	cellular_component	f1max	mundo4-knn-weight-0.800	30	30	0.29056471458353456	0.012774760973569582
rat	human	250	500	cellular_component	f1max	mundo4-knn-weight-0.800	30	40	0.30992601692935307	0.006133432098794418
rat	human	250	500	cellular_component	f1max	mundo4-knn-weight-0.800	30	50	0.3111856119996173	0.006515420001957412
rat	human	250	500	cellular_component	f1max	mundo4-knn-weight-0.800	30	100	0.310446271009727	0.0051268476259839985
rat	human	250	500	cellular_component	f1max	dsd-knn	40	-1	0.235833580513069	0.016357465351991566
rat	human	250	500	cellular_component	f1max	mundo4-knn-weight-0.800	40	10	0.2682391305078498	0.01103369358109519
rat	human	250	500	cellular_component	f1max	mundo4-knn-weight-0.800	40	20	0.27944423713250705	0.010134338853720639
rat	human	250	500	cellular_component	f1max	mundo4-knn-weight-0.800	40	30	0.3065050626112343	0.005855345296190455
rat	human	250	500	cellular_component	f1max	mundo4-knn-weight-0.800	40	40	0.3189918472222474	0.004141825263312399
rat	human	250	500	cellular_component	f1max	mundo4-knn-weight-0.800	40	50	0.3201479708985975	0.004577541475502318
rat	human	250	500	cellular_component	f1max	mundo4-knn-weight-0.800	40	100	0.31632212376897495	0.004243416583536055
rat	human	250	500	cellular_component	f1max	dsd-knn	50	-1	0.2558859498836953	0.01396028832574648
rat	human	250	500	cellular_component	f1max	mundo4-knn-weight-0.800	50	10	0.28241993885343175	0.008841750761631684
rat	human	250	500	cellular_component	f1max	mundo4-knn-weight-0.800	50	20	0.2909666326929827	0.007851205038806966
rat	human	250	500	cellular_component	f1max	mundo4-knn-weight-0.800	50	30	0.31639701829960715	0.0060729106020428626
rat	human	250	500	cellular_component	f1max	mundo4-knn-weight-0.800	50	40	0.3269740171406774	0.006476933145907058
rat	human	250	500	cellular_component	f1max	mundo4-knn-weight-0.800	50	50	0.3278406259365282	0.005954171192377127
rat	human	250	500	cellular_component	f1max	mundo4-knn-weight-0.800	50	100	0.3226564344697133	0.005218608900982871
mouse	bakers	250	500	molecular_function	top-1-acc	dsd-knn	10	-1	0.18667397963551619	0.013952913769684834
mouse	bakers	250	500	molecular_function	top-1-acc	mundo4-knn-weight-0.800	10	10	0.20148986324549015	0.010483183730843672
mouse	bakers	250	500	molecular_function	top-1-acc	mundo4-knn-weight-0.800	10	20	0.19820035878514713	0.010688391795135567
mouse	bakers	250	500	molecular_function	top-1-acc	mundo4-knn-weight-0.800	10	30	0.1936357942736834	0.005865719962167192
mouse	bakers	250	500	molecular_function	top-1-acc	mundo4-knn-weight-0.800	10	40	0.1867525446552955	0.009047673967591074
mouse	bakers	250	500	molecular_function	top-1-acc	mundo4-knn-weight-0.800	10	50	0.1853442441951451	0.007292914657661156
mouse	bakers	250	500	molecular_function	top-1-acc	mundo4-knn-weight-0.800	10	100	0.17772098215795631	0.007806888664207633
mouse	bakers	250	500	molecular_function	top-1-acc	dsd-knn	20	-1	0.21064639565363522	0.0146249905027982
mouse	bakers	250	500	molecular_function	top-1-acc	mundo4-knn-weight-0.800	20	10	0.21849018211355378	0.011936494813233063
mouse	bakers	250	500	molecular_function	top-1-acc	mundo4-knn-weight-0.800	20	20	0.21309277548694655	0.010274310622584602
mouse	bakers	250	500	molecular_function	top-1-acc	mundo4-knn-weight-0.800	20	30	0.20574153568333498	0.009050926176236134
mouse	bakers	250	500	molecular_function	top-1-acc	mundo4-knn-weight-0.800	20	40	0.19575922923756925	0.008475557615582269
mouse	bakers	250	500	molecular_function	top-1-acc	mundo4-knn-weight-0.800	20	50	0.19340041433522642	0.010071204542375966
mouse	bakers	250	500	molecular_function	top-1-acc	mundo4-knn-weight-0.800	20	100	0.1884231240880327	0.007786710450062592
mouse	bakers	250	500	molecular_function	top-1-acc	dsd-knn	30	-1	0.21766721692147217	0.013852897507494369
mouse	bakers	250	500	molecular_function	top-1-acc	mundo4-knn-weight-0.800	30	10	0.21948471248135965	0.013915220905883728
mouse	bakers	250	500	molecular_function	top-1-acc	mundo4-knn-weight-0.800	30	20	0.21691604981034623	0.010886360433993348
mouse	bakers	250	500	molecular_function	top-1-acc	mundo4-knn-weight-0.800	30	30	0.21004391352750945	0.010513416608373629
mouse	bakers	250	500	molecular_function	top-1-acc	mundo4-knn-weight-0.800	30	40	0.20097069953606872	0.009720794022565668
mouse	bakers	250	500	molecular_function	top-1-acc	mundo4-knn-weight-0.800	30	50	0.19600804320615844	0.011325426173545417
mouse	bakers	250	500	molecular_function	top-1-acc	mundo4-knn-weight-0.800	30	100	0.19078346859684872	0.009343565616633312
mouse	bakers	250	500	molecular_function	top-1-acc	dsd-knn	40	-1	0.2224257437524506	0.016640217209598282
mouse	bakers	250	500	molecular_function	top-1-acc	mundo4-knn-weight-0.800	40	10	0.22213273410292791	0.016619719595840306
mouse	bakers	250	500	molecular_function	top-1-acc	mundo4-knn-weight-0.800	40	20	0.21545418231442787	0.013181579617008216
mouse	bakers	250	500	molecular_function	top-1-acc	mundo4-knn-weight-0.800	40	30	0.2090317675440359	0.011372437501916506
mouse	bakers	250	500	molecular_function	top-1-acc	mundo4-knn-weight-0.800	40	40	0.20283422469535442	0.01051299662766838
mouse	bakers	250	500	molecular_function	top-1-acc	mundo4-knn-weight-0.800	40	50	0.20026968746236729	0.011772404254695237
mouse	bakers	250	500	molecular_function	top-1-acc	mundo4-knn-weight-0.800	40	100	0.19220197322426485	0.010226706575550472
mouse	bakers	250	500	molecular_function	top-1-acc	dsd-knn	50	-1	0.227865554447161	0.01763947758333238
mouse	bakers	250	500	molecular_function	top-1-acc	mundo4-knn-weight-0.800	50	10	0.22709973899556585	0.01811053462537581
mouse	bakers	250	500	molecular_function	top-1-acc	mundo4-knn-weight-0.800	50	20	0.2218742536917131	0.014051725273489787
mouse	bakers	250	500	molecular_function	top-1-acc	mundo4-knn-weight-0.800	50	30	0.21451607693910044	0.01438006544153634
mouse	bakers	250	500	molecular_function	top-1-acc	mundo4-knn-weight-0.800	50	40	0.20732928378460222	0.012582795920191939
mouse	bakers	250	500	molecular_function	top-1-acc	mundo4-knn-weight-0.800	50	50	0.20357120330853937	0.01234488851630391
mouse	bakers	250	500	molecular_function	top-1-acc	mundo4-knn-weight-0.800	50	100	0.19481608204433726	0.010107167048276548
mouse	bakers	250	500	molecular_function	aupr	dsd-knn	10	-1	0.17168880790362911	0.006085655765408843
mouse	bakers	250	500	molecular_function	aupr	mundo4-knn-weight-0.800	10	10	0.1895365376619624	0.006731784157973641
mouse	bakers	250	500	molecular_function	aupr	mundo4-knn-weight-0.800	10	20	0.18350830876630306	0.006721472889897989
mouse	bakers	250	500	molecular_function	aupr	mundo4-knn-weight-0.800	10	30	0.18095046500695922	0.005043141982678738
mouse	bakers	250	500	molecular_function	aupr	mundo4-knn-weight-0.800	10	40	0.17861678846413143	0.0055236917307753385
mouse	bakers	250	500	molecular_function	aupr	mundo4-knn-weight-0.800	10	50	0.17828830795403905	0.004892305191932371
mouse	bakers	250	500	molecular_function	aupr	mundo4-knn-weight-0.800	10	100	0.17364387388451658	0.004139800070651957
mouse	bakers	250	500	molecular_function	aupr	dsd-knn	20	-1	0.19697762512308267	0.008691000761358742
mouse	bakers	250	500	molecular_function	aupr	mundo4-knn-weight-0.800	20	10	0.20705487896764244	0.006725274598436489
mouse	bakers	250	500	molecular_function	aupr	mundo4-knn-weight-0.800	20	20	0.20181084638720392	0.007326983630985877
mouse	bakers	250	500	molecular_function	aupr	mundo4-knn-weight-0.800	20	30	0.19839886702399334	0.0069967388942431714
mouse	bakers	250	500	molecular_function	aupr	mundo4-knn-weight-0.800	20	40	0.19399175513982927	0.007614220878296953
mouse	bakers	250	500	molecular_function	aupr	mundo4-knn-weight-0.800	20	50	0.1923259358774724	0.008026319570204268
mouse	bakers	250	500	molecular_function	aupr	mundo4-knn-weight-0.800	20	100	0.18618620134354405	0.00581346523754305
mouse	bakers	250	500	molecular_function	aupr	dsd-knn	30	-1	0.20864780655966042	0.0094170969661978
mouse	bakers	250	500	molecular_function	aupr	mundo4-knn-weight-0.800	30	10	0.21370743796303465	0.007355067839242273
mouse	bakers	250	500	molecular_function	aupr	mundo4-knn-weight-0.800	30	20	0.2088838291338299	0.008057782123278874
mouse	bakers	250	500	molecular_function	aupr	mundo4-knn-weight-0.800	30	30	0.2056792102616145	0.007966056027807322
mouse	bakers	250	500	molecular_function	aupr	mundo4-knn-weight-0.800	30	40	0.20104406763341415	0.0073369395636001715
mouse	bakers	250	500	molecular_function	aupr	mundo4-knn-weight-0.800	30	50	0.19891358857192873	0.008413569135211154
mouse	bakers	250	500	molecular_function	aupr	mundo4-knn-weight-0.800	30	100	0.19169402167498328	0.0069170847870754825
mouse	bakers	250	500	molecular_function	aupr	dsd-knn	40	-1	0.21478012615015113	0.009099262831511648
mouse	bakers	250	500	molecular_function	aupr	mundo4-knn-weight-0.800	40	10	0.2178439939085755	0.007960502801185102
mouse	bakers	250	500	molecular_function	aupr	mundo4-knn-weight-0.800	40	20	0.21223986575529494	0.007444920896308511
mouse	bakers	250	500	molecular_function	aupr	mundo4-knn-weight-0.800	40	30	0.20925329145492316	0.007013960452416112
mouse	bakers	250	500	molecular_function	aupr	mundo4-knn-weight-0.800	40	40	0.20589474448760203	0.007591980212936444
mouse	bakers	250	500	molecular_function	aupr	mundo4-knn-weight-0.800	40	50	0.20415348449315252	0.008259908182576003
mouse	bakers	250	500	molecular_function	aupr	mundo4-knn-weight-0.800	40	100	0.1962571238946712	0.0072379145171205
mouse	bakers	250	500	molecular_function	aupr	dsd-knn	50	-1	0.21896124259783162	0.010415122167056094
mouse	bakers	250	500	molecular_function	aupr	mundo4-knn-weight-0.800	50	10	0.2213140804723273	0.008922543046492216
mouse	bakers	250	500	molecular_function	aupr	mundo4-knn-weight-0.800	50	20	0.21637749937090406	0.008215715794313176
mouse	bakers	250	500	molecular_function	aupr	mundo4-knn-weight-0.800	50	30	0.21273636260326617	0.007508186489859089
mouse	bakers	250	500	molecular_function	aupr	mundo4-knn-weight-0.800	50	40	0.2088533659247732	0.007843488873441586
mouse	bakers	250	500	molecular_function	aupr	mundo4-knn-weight-0.800	50	50	0.206616036411046	0.00784055902785212
mouse	bakers	250	500	molecular_function	aupr	mundo4-knn-weight-0.800	50	100	0.19973593743476772	0.006911877462632429
mouse	bakers	250	500	molecular_function	auc	dsd-knn	10	-1	0.6177127997864297	0.009929924594577172
mouse	bakers	250	500	molecular_function	auc	mundo4-knn-weight-0.800	10	10	0.6904278956618879	0.00612088605125366
mouse	bakers	250	500	molecular_function	auc	mundo4-knn-weight-0.800	10	20	0.6929471488496984	0.005808445147928621
mouse	bakers	250	500	molecular_function	auc	mundo4-knn-weight-0.800	10	30	0.7045724224576103	0.0072229618050636945
mouse	bakers	250	500	molecular_function	auc	mundo4-knn-weight-0.800	10	40	0.7112063668644788	0.007887193151583516
mouse	bakers	250	500	molecular_function	auc	mundo4-knn-weight-0.800	10	50	0.720123903816332	0.007322904855608626
mouse	bakers	250	500	molecular_function	auc	mundo4-knn-weight-0.800	10	100	0.7399422768397625	0.007908938899981826
mouse	bakers	250	500	molecular_function	auc	dsd-knn	20	-1	0.6718278319169004	0.009144805739870837
mouse	bakers	250	500	molecular_function	auc	mundo4-knn-weight-0.800	20	10	0.7225196312453577	0.0067881365192260165
mouse	bakers	250	500	molecular_function	auc	mundo4-knn-weight-0.800	20	20	0.7244008622887973	0.00683062881305731
mouse	bakers	250	500	molecular_function	auc	mundo4-knn-weight-0.800	20	30	0.7328463590579074	0.008291938271356877
mouse	bakers	250	500	molecular_function	auc	mundo4-knn-weight-0.800	20	40	0.7378924627944291	0.009070034726165271
mouse	bakers	250	500	molecular_function	auc	mundo4-knn-weight-0.800	20	50	0.744049452789745	0.007897104142680217
mouse	bakers	250	500	molecular_function	auc	mundo4-knn-weight-0.800	20	100	0.7592184703587105	0.00799644849989123
mouse	bakers	250	500	molecular_function	auc	dsd-knn	30	-1	0.7002542769470217	0.011129041652399892
mouse	bakers	250	500	molecular_function	auc	mundo4-knn-weight-0.800	30	10	0.740425414904766	0.008526758431927068
mouse	bakers	250	500	molecular_function	auc	mundo4-knn-weight-0.800	30	20	0.7417506665746124	0.008467185640550363
mouse	bakers	250	500	molecular_function	auc	mundo4-knn-weight-0.800	30	30	0.7486749152271617	0.009570218061926001
mouse	bakers	250	500	molecular_function	auc	mundo4-knn-weight-0.800	30	40	0.7533557352453102	0.009767228599357056
mouse	bakers	250	500	molecular_function	auc	mundo4-knn-weight-0.800	30	50	0.7583776953181683	0.008852627301055446
mouse	bakers	250	500	molecular_function	auc	mundo4-knn-weight-0.800	30	100	0.7712471698569533	0.008574634012720454
mouse	bakers	250	500	molecular_function	auc	dsd-knn	40	-1	0.719813727043124	0.013539419572322613
mouse	bakers	250	500	molecular_function	auc	mundo4-knn-weight-0.800	40	10	0.7547403191199782	0.010399846148129905
mouse	bakers	250	500	molecular_function	auc	mundo4-knn-weight-0.800	40	20	0.7557250791417292	0.010511185790541775
mouse	bakers	250	500	molecular_function	auc	mundo4-knn-weight-0.800	40	30	0.7612729056853164	0.010720426682299266
mouse	bakers	250	500	molecular_function	auc	mundo4-knn-weight-0.800	40	40	0.7650599811524719	0.010153506829968238
mouse	bakers	250	500	molecular_function	auc	mundo4-knn-weight-0.800	40	50	0.7690770103983453	0.009629669075595327
mouse	bakers	250	500	molecular_function	auc	mundo4-knn-weight-0.800	40	100	0.7800053340385267	0.009377761350462453
mouse	bakers	250	500	molecular_function	auc	dsd-knn	50	-1	0.733069885997306	0.012976360423803346
mouse	bakers	250	500	molecular_function	auc	mundo4-knn-weight-0.800	50	10	0.7649169839514748	0.009163735662142394
mouse	bakers	250	500	molecular_function	auc	mundo4-knn-weight-0.800	50	20	0.7658419907522058	0.009365843536870158
mouse	bakers	250	500	molecular_function	auc	mundo4-knn-weight-0.800	50	30	0.7705142835246979	0.009563501947907591
mouse	bakers	250	500	molecular_function	auc	mundo4-knn-weight-0.800	50	40	0.7737332810568603	0.009176287971863945
mouse	bakers	250	500	molecular_function	auc	mundo4-knn-weight-0.800	50	50	0.7772604076474015	0.00878327307288446
mouse	bakers	250	500	molecular_function	auc	mundo4-knn-weight-0.800	50	100	0.7871600661622099	0.00855007697086376
mouse	bakers	250	500	molecular_function	f1max	dsd-knn	10	-1	0.22893238164817625	0.007747659648786156
mouse	bakers	250	500	molecular_function	f1max	mundo4-knn-weight-0.800	10	10	0.26446097213624825	0.008570346952396701
mouse	bakers	250	500	molecular_function	f1max	mundo4-knn-weight-0.800	10	20	0.26056522111597324	0.009089170009196115
mouse	bakers	250	500	molecular_function	f1max	mundo4-knn-weight-0.800	10	30	0.26167458011566824	0.008073451024228614
mouse	bakers	250	500	molecular_function	f1max	mundo4-knn-weight-0.800	10	40	0.26127510771724116	0.0081660046162381
mouse	bakers	250	500	molecular_function	f1max	mundo4-knn-weight-0.800	10	50	0.26265567170409887	0.007657312681260916
mouse	bakers	250	500	molecular_function	f1max	mundo4-knn-weight-0.800	10	100	0.259130782734053	0.0070000157610995446
mouse	bakers	250	500	molecular_function	f1max	dsd-knn	20	-1	0.26186140049106904	0.009606526772375367
mouse	bakers	250	500	molecular_function	f1max	mundo4-knn-weight-0.800	20	10	0.2844096744113925	0.008440949713291736
mouse	bakers	250	500	molecular_function	f1max	mundo4-knn-weight-0.800	20	20	0.2811320825009439	0.009199448269160485
mouse	bakers	250	500	molecular_function	f1max	mundo4-knn-weight-0.800	20	30	0.280088468796133	0.00987527067124538
mouse	bakers	250	500	molecular_function	f1max	mundo4-knn-weight-0.800	20	40	0.2777976740239484	0.010190446245004254
mouse	bakers	250	500	molecular_function	f1max	mundo4-knn-weight-0.800	20	50	0.2776963803608313	0.010385862868830222
mouse	bakers	250	500	molecular_function	f1max	mundo4-knn-weight-0.800	20	100	0.27302156580768455	0.008343990041657147
mouse	bakers	250	500	molecular_function	f1max	dsd-knn	30	-1	0.2785758658162898	0.010511031642692898
mouse	bakers	250	500	molecular_function	f1max	mundo4-knn-weight-0.800	30	10	0.29299400081457305	0.00815005618125755
mouse	bakers	250	500	molecular_function	f1max	mundo4-knn-weight-0.800	30	20	0.28961238871241973	0.009474433928660615
mouse	bakers	250	500	molecular_function	f1max	mundo4-knn-weight-0.800	30	30	0.2882924482958471	0.00989202015915473
mouse	bakers	250	500	molecular_function	f1max	mundo4-knn-weight-0.800	30	40	0.2852201387008189	0.009491737910022486
mouse	bakers	250	500	molecular_function	f1max	mundo4-knn-weight-0.800	30	50	0.2844717649913374	0.009833442109273626
mouse	bakers	250	500	molecular_function	f1max	mundo4-knn-weight-0.800	30	100	0.2788506261820346	0.00994284857711311
mouse	bakers	250	500	molecular_function	f1max	dsd-knn	40	-1	0.2876210101343032	0.009848192982577133
mouse	bakers	250	500	molecular_function	f1max	mundo4-knn-weight-0.800	40	10	0.2981916815168443	0.007929476240392396
mouse	bakers	250	500	molecular_function	f1max	mundo4-knn-weight-0.800	40	20	0.29400885803095406	0.008190642267991379
mouse	bakers	250	500	molecular_function	f1max	mundo4-knn-weight-0.800	40	30	0.29318973157660105	0.009116808987359884
mouse	bakers	250	500	molecular_function	f1max	mundo4-knn-weight-0.800	40	40	0.2910096859449677	0.009662107476680497
mouse	bakers	250	500	molecular_function	f1max	mundo4-knn-weight-0.800	40	50	0.2902948132043017	0.009621407497198323
mouse	bakers	250	500	molecular_function	f1max	mundo4-knn-weight-0.800	40	100	0.28361256586658296	0.009933506431001061
mouse	bakers	250	500	molecular_function	f1max	dsd-knn	50	-1	0.29213877409510103	0.011359182889491051
mouse	bakers	250	500	molecular_function	f1max	mundo4-knn-weight-0.800	50	10	0.30112080026491206	0.008986008048613584
mouse	bakers	250	500	molecular_function	f1max	mundo4-knn-weight-0.800	50	20	0.2976940330510317	0.00918122762326464
mouse	bakers	250	500	molecular_function	f1max	mundo4-knn-weight-0.800	50	30	0.2960928577083647	0.009060289468408558
mouse	bakers	250	500	molecular_function	f1max	mundo4-knn-weight-0.800	50	40	0.2933073471582162	0.009585509189033508
mouse	bakers	250	500	molecular_function	f1max	mundo4-knn-weight-0.800	50	50	0.2919990660251523	0.009285822056218468
mouse	bakers	250	500	molecular_function	f1max	mundo4-knn-weight-0.800	50	100	0.28673747784628356	0.009318101240123161
mouse	bakers	250	500	biological_process	top-1-acc	dsd-knn	10	-1	0.1599166250676411	0.009530150424333177
mouse	bakers	250	500	biological_process	top-1-acc	mundo4-knn-weight-0.800	10	10	0.16587284525159027	0.012041709726381784
mouse	bakers	250	500	biological_process	top-1-acc	mundo4-knn-weight-0.800	10	20	0.15369019065534237	0.013697093506767817
mouse	bakers	250	500	biological_process	top-1-acc	mundo4-knn-weight-0.800	10	30	0.15636569581398524	0.014843361332355592
mouse	bakers	250	500	biological_process	top-1-acc	mundo4-knn-weight-0.800	10	40	0.15054344310446904	0.014557005655421949
mouse	bakers	250	500	biological_process	top-1-acc	mundo4-knn-weight-0.800	10	50	0.14489909245402355	0.013258864260281127
mouse	bakers	250	500	biological_process	top-1-acc	mundo4-knn-weight-0.800	10	100	0.13412166940479184	0.014611812447778295
mouse	bakers	250	500	biological_process	top-1-acc	dsd-knn	20	-1	0.1715242261606905	0.014540009508456214
mouse	bakers	250	500	biological_process	top-1-acc	mundo4-knn-weight-0.800	20	10	0.17130213093141963	0.015443618666869354
mouse	bakers	250	500	biological_process	top-1-acc	mundo4-knn-weight-0.800	20	20	0.16247678771614588	0.01711568739538623
mouse	bakers	250	500	biological_process	top-1-acc	mundo4-knn-weight-0.800	20	30	0.16532548550542978	0.017971984894961133
mouse	bakers	250	500	biological_process	top-1-acc	mundo4-knn-weight-0.800	20	40	0.1637380212471906	0.017954874334267696
mouse	bakers	250	500	biological_process	top-1-acc	mundo4-knn-weight-0.800	20	50	0.16093592270251345	0.014846777037735258
mouse	bakers	250	500	biological_process	top-1-acc	mundo4-knn-weight-0.800	20	100	0.1507166938697516	0.012647649111610086
mouse	bakers	250	500	biological_process	top-1-acc	dsd-knn	30	-1	0.17579209047564412	0.01097146336624876
mouse	bakers	250	500	biological_process	top-1-acc	mundo4-knn-weight-0.800	30	10	0.17260309715645913	0.013888381285580587
mouse	bakers	250	500	biological_process	top-1-acc	mundo4-knn-weight-0.800	30	20	0.16782193015060537	0.01162413181212682
mouse	bakers	250	500	biological_process	top-1-acc	mundo4-knn-weight-0.800	30	30	0.17345939926916001	0.011753501427993399
mouse	bakers	250	500	biological_process	top-1-acc	mundo4-knn-weight-0.800	30	40	0.17240542754640736	0.010243989962612544
mouse	bakers	250	500	biological_process	top-1-acc	mundo4-knn-weight-0.800	30	50	0.1671143112316539	0.011320933386243017
mouse	bakers	250	500	biological_process	top-1-acc	mundo4-knn-weight-0.800	30	100	0.1549516406811306	0.009326836137933132
mouse	bakers	250	500	biological_process	top-1-acc	dsd-knn	40	-1	0.17752903364957445	0.009518390798423775
mouse	bakers	250	500	biological_process	top-1-acc	mundo4-knn-weight-0.800	40	10	0.17332019592579975	0.00968731005834332
mouse	bakers	250	500	biological_process	top-1-acc	mundo4-knn-weight-0.800	40	20	0.16943460897555554	0.009500875831300536
mouse	bakers	250	500	biological_process	top-1-acc	mundo4-knn-weight-0.800	40	30	0.17558077692998203	0.01148330556488732
mouse	bakers	250	500	biological_process	top-1-acc	mundo4-knn-weight-0.800	40	40	0.1725595170974471	0.012788748188755718
mouse	bakers	250	500	biological_process	top-1-acc	mundo4-knn-weight-0.800	40	50	0.16994448516853472	0.011415086067490424
mouse	bakers	250	500	biological_process	top-1-acc	mundo4-knn-weight-0.800	40	100	0.16025622224217262	0.010934202838237917
mouse	bakers	250	500	biological_process	top-1-acc	dsd-knn	50	-1	0.17510516073223661	0.004669164364902093
mouse	bakers	250	500	biological_process	top-1-acc	mundo4-knn-weight-0.800	50	10	0.16788015423952235	0.007364770556488477
mouse	bakers	250	500	biological_process	top-1-acc	mundo4-knn-weight-0.800	50	20	0.16591922122113328	0.008080505984772996
mouse	bakers	250	500	biological_process	top-1-acc	mundo4-knn-weight-0.800	50	30	0.17225740882403776	0.00940190279901423
mouse	bakers	250	500	biological_process	top-1-acc	mundo4-knn-weight-0.800	50	40	0.17452836954744327	0.011530259466320714
mouse	bakers	250	500	biological_process	top-1-acc	mundo4-knn-weight-0.800	50	50	0.17276853406353587	0.013218333062607845
mouse	bakers	250	500	biological_process	top-1-acc	mundo4-knn-weight-0.800	50	100	0.15989945583515836	0.009135493251259147
mouse	bakers	250	500	biological_process	aupr	dsd-knn	10	-1	0.08932478947350503	0.0072589357085738795
mouse	bakers	250	500	biological_process	aupr	mundo4-knn-weight-0.800	10	10	0.08938322946186913	0.006529703523693229
mouse	bakers	250	500	biological_process	aupr	mundo4-knn-weight-0.800	10	20	0.08578732124989887	0.0063846586023059435
mouse	bakers	250	500	biological_process	aupr	mundo4-knn-weight-0.800	10	30	0.08331655350701643	0.006353075022686916
mouse	bakers	250	500	biological_process	aupr	mundo4-knn-weight-0.800	10	40	0.07995613503080137	0.0057957987805488005
mouse	bakers	250	500	biological_process	aupr	mundo4-knn-weight-0.800	10	50	0.07772689159798116	0.005559482833061885
mouse	bakers	250	500	biological_process	aupr	mundo4-knn-weight-0.800	10	100	0.07121947117194878	0.0056047764093224125
mouse	bakers	250	500	biological_process	aupr	dsd-knn	20	-1	0.09650436247258992	0.007227849385556228
mouse	bakers	250	500	biological_process	aupr	mundo4-knn-weight-0.800	20	10	0.09571510147410722	0.007285742036063787
mouse	bakers	250	500	biological_process	aupr	mundo4-knn-weight-0.800	20	20	0.09282207709002648	0.006850053311479246
mouse	bakers	250	500	biological_process	aupr	mundo4-knn-weight-0.800	20	30	0.09187993436898316	0.006377012110212143
mouse	bakers	250	500	biological_process	aupr	mundo4-knn-weight-0.800	20	40	0.0904392836865052	0.006751324027151407
mouse	bakers	250	500	biological_process	aupr	mundo4-knn-weight-0.800	20	50	0.08838555517185544	0.006335776381424798
mouse	bakers	250	500	biological_process	aupr	mundo4-knn-weight-0.800	20	100	0.08185299063010329	0.0060285075280674845
mouse	bakers	250	500	biological_process	aupr	dsd-knn	30	-1	0.09999768507378026	0.005648171037279107
mouse	bakers	250	500	biological_process	aupr	mundo4-knn-weight-0.800	30	10	0.09834411928537792	0.006438589503199853
mouse	bakers	250	500	biological_process	aupr	mundo4-knn-weight-0.800	30	20	0.09621221829542106	0.005813862237512191
mouse	bakers	250	500	biological_process	aupr	mundo4-knn-weight-0.800	30	30	0.09538870743102802	0.005913472304737735
mouse	bakers	250	500	biological_process	aupr	mundo4-knn-weight-0.800	30	40	0.09436831963611673	0.005606257863049838
mouse	bakers	250	500	biological_process	aupr	mundo4-knn-weight-0.800	30	50	0.09248635721412338	0.005462165262298385
mouse	bakers	250	500	biological_process	aupr	mundo4-knn-weight-0.800	30	100	0.08646547634881382	0.005793280248971367
mouse	bakers	250	500	biological_process	aupr	dsd-knn	40	-1	0.10164396924340183	0.006096228144001479
mouse	bakers	250	500	biological_process	aupr	mundo4-knn-weight-0.800	40	10	0.09910640964465073	0.00673281787599706
mouse	bakers	250	500	biological_process	aupr	mundo4-knn-weight-0.800	40	20	0.09788457722471278	0.006632562611599792
mouse	bakers	250	500	biological_process	aupr	mundo4-knn-weight-0.800	40	30	0.09739341782989672	0.006327918788617167
mouse	bakers	250	500	biological_process	aupr	mundo4-knn-weight-0.800	40	40	0.09635128887545519	0.00643381335985579
mouse	bakers	250	500	biological_process	aupr	mundo4-knn-weight-0.800	40	50	0.0946447149264397	0.0064273101788769275
mouse	bakers	250	500	biological_process	aupr	mundo4-knn-weight-0.800	40	100	0.08910145321380611	0.006709101784464738
mouse	bakers	250	500	biological_process	aupr	dsd-knn	50	-1	0.10125194813126755	0.005725706956602075
mouse	bakers	250	500	biological_process	aupr	mundo4-knn-weight-0.800	50	10	0.0985837187663416	0.006437515124953551
mouse	bakers	250	500	biological_process	aupr	mundo4-knn-weight-0.800	50	20	0.0974779355087784	0.006204917453697401
mouse	bakers	250	500	biological_process	aupr	mundo4-knn-weight-0.800	50	30	0.09727339046905417	0.005728377852194617
mouse	bakers	250	500	biological_process	aupr	mundo4-knn-weight-0.800	50	40	0.09717104171825311	0.005999560893215852
mouse	bakers	250	500	biological_process	aupr	mundo4-knn-weight-0.800	50	50	0.09585257373895965	0.0059307358131665084
mouse	bakers	250	500	biological_process	aupr	mundo4-knn-weight-0.800	50	100	0.09051957867802554	0.006474837313987693
mouse	bakers	250	500	biological_process	auc	dsd-knn	10	-1	0.5660657784491572	0.005736339858477979
mouse	bakers	250	500	biological_process	auc	mundo4-knn-weight-0.800	10	10	0.6143431632608037	0.00483725316369136
mouse	bakers	250	500	biological_process	auc	mundo4-knn-weight-0.800	10	20	0.6187809406601251	0.004883736572825348
mouse	bakers	250	500	biological_process	auc	mundo4-knn-weight-0.800	10	30	0.6236720308388252	0.004688825396482397
mouse	bakers	250	500	biological_process	auc	mundo4-knn-weight-0.800	10	40	0.6281918114228109	0.005218102618045624
mouse	bakers	250	500	biological_process	auc	mundo4-knn-weight-0.800	10	50	0.6319200755583625	0.004644336884701665
mouse	bakers	250	500	biological_process	auc	mundo4-knn-weight-0.800	10	100	0.6458294260488172	0.004216815854772835
mouse	bakers	250	500	biological_process	auc	dsd-knn	20	-1	0.6015883579473755	0.005109121187892468
mouse	bakers	250	500	biological_process	auc	mundo4-knn-weight-0.800	20	10	0.6395613199636353	0.004543849173117302
