Q56NI9
Q8N7H5
O70469
Q07797
Q61171
P68372
Q3UTZ3
P98084
P31750
Q8BIW1
Q9R1Z7
O14757
O88705
P20917
P15532
Q9EPK2
Q13546
Q7TPR4
P49070
Q9UJS0
Q8R2Q8
Q8BLU0
Q14847
P10620
Q2VPD4
Q96QE5
Q61122
O00141
Q8WVM0
Q96PV7
Q9HC77
P58801
Q9NVK5
Q8N2G8
O54836
Q62011
P36222
O95182
Q92667
Q15382
Q14865
P35637
Q86WI1
Q80VJ8
P16254
Q7RTR2
Q9NTU7
Q62108
Q7M6Y3
P63086
P82350
O60826
Q8BG95
Q9HAV7
P09092
Q9WV06
Q5T750
Q9HC21
Q3TC33
Q5RJ54
Q9WTL8
P09103
Q6J1H4
P0CG48
Q8N565
P46097
O60884
P47738
Q9QY01
Q9WTR5
Q5HZK1
Q00403
Q15046
Q5DTW7
Q8VE37
Q04863
Q8BU30
Q8WUQ7
Q9ESE1
Q92973
Q91V12
Q91VJ1
Q14241
P70697
Q62230
P26955
O35326
P98082
P13639
Q9QUP5
Q8C5S7
P27546
P24385
O00541
P24844
Q61625
Q86UE4
Q9JHS9
Q8VDK3
Q9QUQ5
Q9DCT6
Q6IQ23
Q9Y580
Q13137
E9PSI1
Q9UPN4
Q14137
P35561
Q9R1K9
Q96RK4
Q61316
P11881
P33552
P36957
Q6ZPL9
Q9Z1D9
Q8BV16
Q8JZM7
P70660
Q6NUQ1
Q14694
Q91WA6
Q61771
O60832
P70278
Q9CQW0
Q61762
Q92624
P47857
Q96MF7
O55126
Q99805
Q96MT3
Q99N95
Q7TPD6
H3BN98
P54763
P58557
Q5T9A4
O08688
P01139
Q9UBV2
O09110
P27573
Q587J6
Q9UKL0
O75616
Q9BQE3
Q9NQG6
Q9Z2X1
P46152
P62482
P39038
P22528
Q6P9S0
Q8BIQ5
Q9Z2V6
Q96ES7
E9Q4Z2
Q9D952
Q3UBZ5
O95757
P03911
Q99NH8
Q9Y4E5
P10243
Q8N122
Q14152
O75051
P60122
P68510
Q9NWS0
P16872
P16858
Q8K0V4
Q9JIS8
P07174
Q99K67
Q8NFV4
O35161
Q6PNC0
Q86TI2
Q9Y6M5
Q99MR8
Q8IYX8
O35988
Q63ZY3
Q8K327
O94763
P43407
P55088
P54728
Q9UK61
Q6P9B9
Q9BV23
Q05860
Q91YD9
Q792Z1
P62841
Q9UBU8
Q9H3Q1
Q8VE92
P14719
Q61423
Q96EP0
Q60876
Q8BKR5
Q62696
O95292
P69566
P68371
O35627
Q61735
P26883
Q99LX0
Q9R216
Q99NA9
Q9JM76
P13707
Q811U4
Q810U3
Q60760
P48168
Q9GZM5
P22681
O14579
Q96AP0
P05187
P97310
Q9CZG9
P68543
Q8BUB4
Q8NBU5
O88844
Q9BRJ6
Q5T7V8
Q8C1Z8
Q52KE7
Q91VX5
Q92888
Q9DAW6
Q567U6
Q92835
P62308
Q9Y6E0
Q3ULB0
Q8WU20
Q9DBU5
Q8BWQ6
Q8R366
O95361
P62880
P00491
P31428
Q62074
P11233
Q9D9Z5
Q64434
Q96S15
Q15650
Q9Y6G5
P97872
Q8CJG0
Q3TLD5
P46414
P31946
Q91ZR3
Q8TC76
Q91YS8
Q8R2K4
Q8K3V1
Q9UKX7
Q8R0H9
Q9QZD9
Q99PE2
Q9NQS1
O15230
Q8K183
Q5SZV5
P62875
P14131
Q91YR7
Q9DBR1
Q96J02
P15880
O08579
Q9UL42
Q9D2R6
P58771
Q9H7X7
P70677
Q9CPW4
Q96SK2
P47989
Q14147
Q9P289
P31266
Q96QK1
O95390
Q53TN4
Q6NZJ6
Q02111
Q8N8A6
Q16658
Q04721
Q9NVT9
Q9DC53
Q6PEX3
P26012
O60547
P29317
P33173
P47756
P60321
Q99P91
P51667
P40692
Q8TAD2
Q4L1J4
Q8NDT2
Q63429
Q6ZWV7
Q9HBR0
P40616
Q9Z0W1
Q7TPV2
O35887
O15062
Q13823
P16402
P22892
P49711
Q6PDM1
P08962
P58854
O60237
P62915
Q8BH75
Q9EQF6
Q96S94
P50540
Q5U458
Q9DCR2
P51659
Q9JLI2
P62246
Q5NCX5
Q9Z2E1
Q9H204
P30281
Q9UKS7
Q9NVU0
P84089
Q9WTX5
Q9D9V3
B1AYL1
P50463
Q03188
Q9D1E6
P40818
Q9Z2D6
O88998
Q96NL6
Q9BWU0
O89053
Q15758
P03995
Q91WD5
Q3UZZ4
Q61006
Q9ESC8
Q61210
Q9NXV6
Q9Y6Q9
Q99583
P63272
O60337
Q6PDK0
Q9QXE7
Q15293
Q9Z321
Q99766
P53675
Q64378
P46821
P80314
P23204
Q70IV5
P35585
P17710
Q8BJF9
P52955
Q8CI94
Q922Y0
P07195
Q7TSJ6
Q96GQ7
P53804
O35098
Q96EX3
Q80XP9
Q91YW3
Q3TES0
B1AXH1
O95477
Q61206
P39053
P38159
P53568
Q00493
Q9BSJ8
Q8BM85
O15173
Q6P0N0
Q16236
Q3U0V1
P62851
P17742
Q924S8
P12268
P11498
Q5U4C3
Q8VCK3
Q9JHJ0
Q8TD55
Q14C86
Q5TF21
P54843
Q8CG50
P28658
O54972
G3X9C2
Q80YV2
P29067
O97758
P01101
Q60585
Q9QYJ3
P12830
Q91VN0
Q9CZR8
O35691
Q9DBL9
Q9BTT6
Q9QXM1
Q8BI72
Q922K7
Q3LAC4
Q61085
Q8BGK2
O89086
Q08943
Q61160
Q0KK55
Q8K4P0
Q9Y676
P48962
Q08288
P53996
P70321
Q9GZL7
P49406
Q8QZV4
Q86TC9
P48316
P51571
Q8BHN1
Q9GZQ3
P14406
P23634
P68255
Q8N944
Q00059
Q9JJV5
Q80V81
Q9D3W4
Q99PT1
P9WNI7
O95180
Q8N5Y8
Q6UW63
Q8C547
P35244
Q9BTV6
P48985
P70166
Q9CZP5
Q8TAI7
A1L390
Q86YP4
P53602
Q8K0E8
P14069
P62897
Q9C0D2
Q8CGC6
Q924S7
Q8VE62
P04629
Q8BFV2
Q6UN15
Q14966
P67775
Q7Z392
P18826
Q9H3F6
Q9UMQ6
Q8C5W4
Q99KY4
Q3TVC7
P28653
P31695
Q9NQZ2
Q15154
B2RU80
Q61990
Q9P2D0
P16330
P22692
Q922B2
Q1MSJ5
Q6VEQ5
P43136
D3YXK0
Q3TBT3
O60684
Q9Y2X3
P55072
P14781
P02649
Q9DC69
O95159
O00299
Q60715
P35486
P18242
Q96HR3
Q14160
Q5TAP6
Q8CIH5
P53026
Q9UL15
Q96RN5
Q9DCL8
Q9JI90
Q9BXB5
Q7Z7G8
P04632
Q5SSH7
Q8BTT6
Q01973
Q99NB9
P62748
Q9BXF6
O16844
Q9D495
Q60857
O08530
Q9Y512
P83887
P62269
Q6WCQ1
Q7TNP2
Q8C5L3
Q9WTK5
Q91WC0
Q15126
A2RRP1
Q61687
P0C090
Q6ZWU9
Q8R2R9
P63005
Q9UMX0
Q9Y2U5
P28700
Q9H9H4
P62826
Q9UKZ1
P29351
P62702
Q9Z0H7
Q8BMF4
Q3UGC7
Q6DIC0
P62322
Q8N163
Q14654
Q9DB28
P62984
O35449
P08195
Q99MS8
Q61084
Q8K1S6
Q9D7X3
P30876
Q92993
P07686
Q9UHY7
Q5VSL9
O96017
Q9CZ62
O35071
P15508
Q8CFZ4
Q921C3
Q9NRA8
P51805
O00410
Q64525
Q7TN08
Q9NS56
P34931
Q6IEG0
O70566
Q8BM54
P18124
Q3ZCQ8
P22392
P51570
Q62120
Q9D8L5
Q8R2G4
P50149
Q9QXL1
O35739
P84022
Q9Y5U2
Q6P5Q4
P01116
Q8WXX5
P23588
Q10471
P24534
P62983
Q99KR7
Q69ZS7
Q8K5B9
Q3THG9
Q96BQ5
O55022
Q9H6R7
Q9UL40
Q8N3R9
Q9WVM1
P19532
E9Q8I9
Q61411
Q8K214
P05125
O00287
A6ZI46
Q60952
O95630
Q9R002
Q14146
G3X922
O76021
Q9Z351
Q96NN9
Q9BTY7
Q9NZN8
O00560
P09803
Q99LE1
P82664
Q62210
Q15528
O43252
Q8BQ46
O88291
P97742
Q9BQ67
Q96QT6
P06728
P15497
Q99PM3
Q9NZQ3
P30837
Q80UG2
P55795
P97868
P10630
P11983
Q9UBD5
P56817
O35309
P06576
P62254
Q92925
Q924M5
P63011
E9PVD3
Q07889
O43918
P97931
Q02858
Q9BRA2
O15083
O08586
Q61599
P58544
Q8BW86
Q8N4P3
Q8K5B8
Q8IY63
Q684R7
Q9UHF1
Q9WTV7
O43684
Q9P2I0
Q9UGI8
Q5HZG4
O43251
Q9BZF9
Q8VCD6
Q66JQ7
Q9UEU0
Q8C2E7
B1AR17
P10923
O95169
P97477
P60469
Q6P1J9
Q8CEE7
A6ZKI3
Q01063
Q62159
Q8K3W2
Q99PL5
Q3UMR0
Q91ZJ0
Q9NP66
Q86WV5
Q15691
Q9QYP6
Q6PAJ1
Q3TIY5
P16298
Q9DCL9
Q9H6Y2
Q14457
O43663
O75438
Q9ER88
P97452
Q8N680
Q9D8M7
E9PVA8
Q14126
Q96E14
Q9P2F5
P23526
Q9EP71
Q9UL18
Q920F6
Q0VE82
Q9D6H5
P97378
Q13111
Q9CPN8
P37198
Q96RD7
Q8VH37
Q62840
Q8VD37
Q14166
Q8BT14
Q13029
Q9NWU5
Q13425
Q5QNQ9
P20443
Q13621
P97414
Q9UDY4
P30677
E9Q3P4
Q92698
Q8K2C6
Q7L592
Q71FD7
Q9Z0F8
Q14738
Q9DB75
P61201
Q91VY9
Q14C51
O43837
Q80TH2
P58252
Q5DTJ9
Q6P6I6
Q9BZD6
P10361
Q6NZN1
P62241
Q9BYM8
P61219
P62314
Q8VC57
P97465
Q6NUT3
Q9H8N7
Q9H7U1
Q8R344
O75469
Q6NS60
Q6IFX3
Q8VHS6
Q3TDK6
Q7Z2W4
Q9UQ13
O89112
Q99NH0
Q9WVH3
Q961D9
Q8VHN7
Q9Z1B5
P08121
Q9Y2A7
Q8CFU8
O43823
Q7TNB8
B9EJA2
Q96SN8
Q62234
O88533
Q9R0L7
P52785
P46459
P54198
Q9Y6V7
O35598
Q6Q0C0
O60292
Q9R0L9
Q9NZC7
Q8C854
Q9NVS9
O94844
O08967
P49718
Q9Y3I0
Q96P16
O35382
Q9UQ90
Q7Z4Q2
Q03112
Q8CIS0
Q8BWG8
Q9Y3Y2
Q7Z478
Q99NE9
Q04724
Q5SQN1
P52435
Q7TPQ3
Q9H9J2
Q9NYJ8
Q9CSB4
Q12879
Q99ME2
Q13884
P70211
P62827
Q13405
O43852
P50396
Q15459
Q9BSM1
Q8N7Z5
Q8BW93
Q01065
Q16637
Q13131
Q12905
Q14690
Q9JIG4
Q3UH66
P61247
P49840
Q9QUM4
Q8BH66
P23953
O08792
P47806
Q60597
Q13761
Q9Y2Y9
Q9JJV2
O95196
Q70CQ2
Q8TAL5
Q9EST8
O54863
Q9WUL8
Q9GZZ1
Q12959
P49761
Q8CI43
Q32M00
O95347
Q6P4T0
Q60898
Q9Y2R0
P27661
Q7Z309
Q06985
Q9ERK4
P70700
Q08274
P22531
Q9CSN1
P46938
Q6PII3
G3H9D1
O00139
Q96E09
Q9CQ80
Q96L91
Q8N3I7
Q8K1A6
P19367
Q60823
Q3U133
Q8K3J1
Q13601
Q64028
P43135
Q60872
Q9JKF6
P27870
P04186
Q9BWU1
P03372
Q8VCT3
Q6PGP7
O95825
Q8IWZ8
Q9NXR1
Q923Q2
Q9JMA2
Q92945
Q8WTT2
Q99871
Q86Y07
Q8BG99
P10114
Q9Y618
P00403
P97822
Q9D8N0
Q8IYW5
P70227
P59279
P30561
Q8K1M6
P19447
Q925H1
Q9NXF7
Q9WTM5
Q8CB87
Q8R1G6
Q80YA9
Q5F2C3
Q9BY79
Q9QXD6
Q9WUU8
P36371
Q12904
O43709
Q9NYW8
Q9NXA8
Q9H0L4
P18583
Q9Y3A2
Q924Z4
Q64010
Q61191
O95817
Q5VV42
O88845
Q6UB35
Q15050
P49792
P98078
Q8C863
P25322
Q7Z434
P23327
Q9C029
Q7Z6B7
P62334
Q6PE01
Q8R2Q6
Q9P270
Q640N3
O43292
O08674
A2ASQ1
Q9HD45
Q9UM47
Q9QXY1
P80317
Q99496
Q3UHF7
Q91YT7
P07713
Q920D3
Q80TS5
P60322
Q8TC44
O60763
P20061
Q9NTI5
Q9BQG0
Q9NV56
Q9JIG7
Q9NXV2
P53564
P04075
Q9WTQ5
Q9BUE0
Q9JLV6
P35235
P42128
Q8NEB9
P39656
P42695
P28028
Q8N4Q1
P35282
Q9NZI5
Q8R4A3
P60843
P48995
P55066
Q3UND0
O70445
P20674
P17542
P52597
P12532
P00492
Q61164
Q5SSJ5
Q68FM7
P06756
Q91VJ2
Q8BXR5
P61255
O75410
P36952
Q6EMB2
Q9WUP7
Q2VPQ9
O55013
Q8NHQ9
Q8C050
Q8K0U3
P60660
A0A140LIW3
Q13352
Q8BH65
Q2M1Z3
Q9JI13
Q9QYS2
P43243
Q96A49
Q5SFM8
P31311
Q01664
P32300
Q3ULZ2
Q99848
Q9CQB2
P06798
Q9R0X5
Q8BJT9
Q9EQ14
Q8BMQ2
P22646
O35160
Q9DC23
Q14571
Q5H9R7
Q9Y6M7
Q811G0
Q61885
O00629
Q83BG5
Q8R0F8
Q9EQU5
O43488
Q8BH79
P60229
Q8VDN2
Q9Z2I0
Q91W92
Q15388
Q9Z1S8
O15066
O89079
A0A338P6K9
Q8BJA3
Q15024
Q60865
P04156
O88904
Q9EQX4
Q6ZNB6
Q9D0D5
P56704
Q812A2
P48453
P49710
Q92794
Q9Y487
Q9H583
Q96EY7
Q8TDD1
P24547
P18911
Q5D862
Q80TF4
Q9Z204
Q63943
Q7L5D6
O54984
A2A870
Q9BSB4
O54931
Q9P2Y4
Q9CZT6
P49736
Q3TDX8
Q9D198
P49813
Q10589
Q14141
P15535
O08547
P25791
C0HKE1
Q920Q2
Q9DBG5
P06276
P33175
O75150
Q6ZVN8
Q5SW75
Q3UFB7
P52479
Q60870
P42768
P62888
Q00535
P19639
E9Q7L0
P18615
P60879
Q7Z7A1
Q9CYT6
Q6ZWS8
Q86SE9
Q16629
P05198
O88609
Q6PHQ8
O43143
Q80UE6
Q8WX92
O08550
P61809
Q15019
Q80X72
Q9WU42
Q8NHQ8
Q7Z4F1
P12273
Q96P70
Q00839
P60866
O15525
P05362
Q9EPL0
Q7TME0
Q8VCD5
P63013
O95870
Q80X66
Q99KW3
Q06455
Q60598
A6NKT7
P70333
Q9UNZ2
Q9H0I2
P57737
P14404
P48735
Q9NQW6
O60308
O88470
Q9CWS1
Q91V24
P21619
O60678
Q99JB2
Q9CPQ8
P30049
Q9QZM4
P19838
Q5W0B1
P20263
Q99590
P50752
P16045
Q8K124
Q9Y281
Q99KG3
P51991
Q9NRM2
Q9P1Y5
Q8BX65
O96013
Q9CWW7
Q9ERC8
Q8BKZ9
Q13206
Q96AX1
P41091
Q96LZ7
Q96BK5
Q921E2
Q60992
Q9Z0P7
Q01968
P28331
Q8R409
Q96JH8
P47242
Q9UJA5
Q9Y272
Q8CG79
Q9ULT0
Q92504
P47897
Q61193
Q9WTW1
Q9JHL1
Q8WXD5
Q9H4M9
Q64455
O88531
Q16394
Q9ULV0
P51448
Q9D8V7
Q80ZE3
Q8K4M5
O70439
Q13011
O70172
Q80XK6
P28798
Q16401
F6SEU4
Q9QXV8
Q6ZPI3
P58397
O88574
P16989
P25963
Q6NSW3
Q9JJN6
Q66PJ3
Q6IQX8
P41133
Q8CCJ4
Q8BFZ3
Q8NI35
Q4VAA7
Q9UJW0
P30416
Q7RTV0
P55327
P05977
Q9WUH2
P30115
Q9ULK4
P62899
Q149F3
Q6PIW4
Q86SQ7
Q9R016
Q96EZ8
Q86UT6
Q99878
Q9BTV4
Q9CQU5
Q8R001
P04818
P17480
P63010
Q9DB70
O88665
P28301
Q9UL33
Q8BWZ3
Q9D051
P61375
Q9Z1E3
O88532
O35286
O00635
P83111
Q5VTU8
Q3UHC0
O43264
Q9DAK2
Q16665
Q9ERK0
Q80U78
Q8CHD8
Q9Z2W1
O00422
Q8IZU9
Q8R0K9
Q9C0F1
Q9NRR5
Q9H6A9
P35613
Q9P000
Q9BXB1
Q9D9Z1
Q9CR62
P16460
Q8BHH2
Q8BKC5
P26687
P02741
Q13574
P46087
Q8BFY9
P47774
Q8N201
Q15906
Q86YS6
P48972
P11177
P18754
P05627
P27046
Q80TL7
Q62029
Q922J3
D3YY23
Q9NVF7
P62855
Q9WTP9
Q96IZ0
Q9JJP2
Q9WU00
Q3U5C7
Q9CZB0
Q80YE7
E9Q612
Q9Z104
Q04886
Q92766
Q9Z1T1
Q91WA1
Q60778
O88602
Q8IY17
P59158
Q83A11
P35573
Q69ZU6
Q8CG71
P51174
Q99NB1
Q8K119
Q9Y4D1
Q8TDL5
Q9UNL4
Q14681
P57088
O00483
Q9D4F8
P26443
P40337
Q8VBV4
Q9Y371
Q8CGI1
P79621
P16070
Q8BTI7
P02647
Q9DBB1
Q99614
P31273
Q8IY81
Q9UBM7
Q8IXI1
Q9QX11
Q92841
Q15061
