From	To
P40436	4932.YJL222W-B
P26786	4932.YOR096W
P36027	4932.YLR332W
Q08649	4932.YOR244W
Q03640	4932.YML072C
Q04329	4932.YMR195W
P34246	4932.YKL098W
P33416	4932.YDR258C
P36053	4932.YKL160W
Q07084	4932.YLR006C
Q05123	4932.YMR033W
O43597	9606.ENSP00000366306
Q12263	4932.YDR507C
P21147	4932.YGL055W
Q12509	4932.YLR085C
P20053	4932.YPR178W
Q03944	4932.YDR200C
Q99318	4932.YOR318C
P36526	4932.YBR282W
P50108	4932.YDR245W
P53962	4932.YNL035C
Q12274	4932.YOR097C
P40050	4932.YER077C
P24004	4932.YKL197C
P28584	4932.YKR050W
P38746	4932.YHL014C
P00729	4932.YMR297W
Q08908	4932.YOR384W
P32481	4932.YER025W
Q12465	4932.YLR084C
P81451	4932.YOL077W-A
Q07351	4932.YDL048C
P40001	4932.YEL008W
Q03661	4932.YMR219W
P40470	4932.YIL127C
P16658	4932.YLR105C
P36044	4932.YKL201C
P38354	4932.YBR285W
Q04597	4932.YDR114C
Q03327	4932.YDR470C
D6VPM8	4932.YAR023C
P00330	4932.YOL086C
P27801	4932.YLR148W
P21734	4932.YDR177W
P05753	4932.YHR203C
Q9UJX4	9606.ENSP00000261819
P27654	4932.YBR067C
P33301	4932.YDR369C
Q99394	4932.YOR115C
P40487	4932.YIL103W
Q08981	4932.YPL267W
Q3E7Y3	4932.YLR367W
P38281	4932.YBR151W
P46672	4932.YGL105W
P32630	4932.YEL035C
P38216	4932.YBR016W
P40576	4932.YIR024C
P07390	4932.YNR045W
P30283	4932.YPR120C
P39077	4932.YJL014W
P46995	4932.YJL168C
P39724	4932.YAL046C
P38194	4932.YBL044W
P32657	4932.YER164W
P41814	4932.YNL062C
P25293	4932.YKR048C
Q9UJW9	9606.ENSP00000325414
Q04952	4932.YMR306W
P47159	4932.YJR124C
P38246	4932.YBR076W
P43567	4932.YFL030W
P38071	4932.YBR026C
P53153	4932.YGL085W
Q04629	4932.YDR126W
P47006	4932.YJL148W
P38961	4932.YDR083W
Q12291	4932.YLR063W
P38338	4932.YBR259W
P38904	4932.YDR464W
P40099	4932.YER183C
Q02208	4932.YKR010C
Q08157	4932.YOL019W
P25040	4932.YOL022C
P32899	4932.YHR148W
O94276	4896.SPBP8B7.28c.1
P41277	4932.YIL053W
P38351	4932.YBR279W
P53192	4932.YGL020C
P43358	9606.ENSP00000353379
P40096	4932.YER159C
Q06058	4932.YLR404W
P39073	4932.YPL042C
P07246	4932.YMR083W
P31384	4932.YAL021C
P53929	4932.YNL108C
P38226	4932.YBR042C
P27692	4932.YML010W
P53174	4932.YGL053W
Q04053	4932.YDR425W
P37012	4932.YMR105C
Q08484	4932.YOR070C
Q12182	4932.YOR342C
P38865	4932.YHR175W
P23292	4932.YNL154C
Q03048	4932.YLL050C
Q05809	4932.YLR218C
P28240	4932.YER065C
P48016	4932.YPR026W
P04386	4932.YPL248C
P14737	4932.YDR217C
P38768	4932.YHR034C
P40494	4932.YIL095W
P53631	4932.YNR072W
Q03770	4932.YDR160W
P39993	4932.YEL022W
Q06224	4932.YLR277C
P25341	4932.YCR091W
Q12346	4932.YPR071W
P25620	4932.YCR022C
P25582	4932.YCL054W
P32462	4932.YNL280C
P32855	4932.YPR055W
P26263	4932.YGR087C
Q99383	4932.YOL123W
Q12482	4932.YPR021C
P38794	4932.YHR071W
Q02969	4932.YPL112C
P38237	4932.YBR058C
P39523	4932.YMR124W
P32472	4932.YDR519W
Q9NPI6	9606.ENSP00000476046
Q07532	4932.YDL115C
P40088	4932.YER145C
P35178	4932.YDR087C
Q07732	4932.YDL239C
Q12160	4932.YPR063C
P53119	4932.YGL141W
Q03162	4932.YMR100W
P40985	4932.YJR036C
P53846	4932.YNL260C
P40066	4932.YER107C
P47026	4932.YJL091C
P50078	4932.YGR221C
P38719	4932.YHR169W
P47047	4932.YJL050W
Q04182	4932.YDR406W
P43557	4932.YFL046W
Q03148	4932.YMR096W
P04046	4932.YMR300C
P39928	4932.YIL147C
P32328	4932.YPR111W
Q12185	4932.YDR018C
P53053	4932.YGL263W
P15179	4932.YPL104W
Q12220	4932.YLR129W
P53923	4932.YNL119W
P25087	4932.YML008C
P32839	4932.YDR375C
O43137	4932.YBR085C-A
P32191	4932.YIL155C
Q04174	4932.YOR149C
P38819	4932.YHR110W
P38183	4932.YBL077W
P38333	4932.YBR247C
P33755	4932.YBR170C
P32944	4932.YJL187C
P40309	4932.YJL094C
P47065	4932.YJL023C
P43538	4932.YFL066C
P06242	4932.YDL108W
O94993	9606.ENSP00000265007
Q06524	4932.YPR151C
Q12300	4932.YDL138W
P40456	4932.YIL151C
P40344	4932.YNR007C
P38878	4932.YHR192W
Q04949	4932.YMR299C
A0A023PZM3	4932.YPR050C
P40160	4932.YNL207W
P38225	4932.YBR041W
P53913	4932.YNL133C
P43122	4932.YDL104C
P32581	4932.YJL106W
P07245	4932.YGR204W
P46367	4932.YOR374W
P38790	4932.YHR067W
P53915	4932.YNL129W
P04786	4932.YOL006C
P21592	4932.YPL172C
P53992	9606.ENSP00000343405
P46677	4932.YGR274C
P36058	4932.YKL153W
P08638	4932.YLR451W
Q04806	4932.YMR251W
P39734	4932.YAL028W
Q04432	4932.YDR533C
P0CX55	4932.YDR450W
P38779	4932.YHR052W
P36016	4932.YKL073W
Q08299	4932.YOL158C
Q02948	4932.YPL120W
P0C0X0	4932.YLR264W
Q08822	4932.YOR356W
P53540	4932.YNL126W
P38750	4932.YHL008C
Q03393	9606.ENSP00000280362
Q08540	4932.YOR169C
Q03533	4932.YMR291W
P40552	4932.YIL011W
Q06408	4932.YDR380W
P43321	4932.YLR147C
P50946	4932.YNL099C
P0CX86	4932.YDL133C-A
P43639	4932.YGL019W
Q03880	4932.YMR123W
Q06563	4932.YLR251W
P38735	4932.YHL035C
P38913	4932.YDL045C
P38871	4932.YHR184W
P19524	4932.YOR326W
Q9NRQ2	9606.ENSP00000347038
Q9SAZ5	3702.AT5G39340.1
P53331	4932.YGR276C
Q07527	4932.YDL112W
P42933	4932.YMR191W
P18409	4932.YAL010C
Q12038	4932.YPR032W
P26449	4932.YOR026W
Q06090	4932.YPR100W
P09232	4932.YEL060C
Q05854	4932.YLR278C
P38359	4932.YBR294W
Q07551	4932.YDL124W
Q07872	4932.YLL038C
P38042	4932.YBL084C
P32344	4932.YLR204W
Q12675	4932.YDR093W
Q12242	4932.YOR138C
P46970	4932.YJR132W
P47087	4932.YJR012C
P38723	4932.YHL048W
P49959	9606.ENSP00000325863
P38282	4932.YBR152W
P39939	4932.YER131W
Q12283	4932.YOR221C
P32504	4932.YGR140W
P34730	4932.YDR099W
P43558	4932.YFL044C
Q12690	4932.YDL082W
P25596	4932.YCL073C
P39717	4932.YAL056W
P31111	4932.YDR285W
P38710	4932.YHR046C
P22035	4932.YKR099W
P52290	4932.YDL024C
P38222	4932.YBR030W
P19658	4932.YJL085W
P38795	4932.YHR074W
P53388	4932.YPL265W
Q07992	4932.YLR062C
P46992	4932.YJL171C
P35184	4932.YIR012W
Q3E785	4932.YDR379C-A
P36085	4932.YKL072W
P40692	9606.ENSP00000231790
Q02521	4932.YOR148C
P32375	4932.YIR027C
Q6B0Y7	4932.YMR075C-A
Q05791	4932.YLR215C
P43361	9606.ENSP00000438293
Q08921	4932.YPL180W
Q99316	4932.YOL088C
Q07896	4932.YLR002C
P46982	4932.YJL186W
P39988	4932.YEL029C
Q02981	4932.YPL109C
Q04869	4932.YMR315W
Q04693	4932.YML049C
P29295	4932.YPL204W
Q04120	4932.YDR453C
P20052	4932.YOL001W
Q06147	4932.YLR260W
P53971	4932.YNL023C
Q07362	4932.YDL053C
Q03864	4932.YDR102C
P53143	4932.YGL102C
Q08579	4932.YOR192C
P33202	4932.YKL010C
Q04408	4932.YDR514C
P40314	4932.YDR252W
P05453	4932.YDR172W
P19097	4932.YPL231W
P36149	4932.YKR068C
P25847	4932.YOL090W
P40357	4932.YGR009C
P32900	4932.YHR149C
P19956	4932.YMR225C
P42941	4932.YGR208W
P41819	4932.YPL266W
Q12358	4932.YLL057C
P42900	4932.YLR139C
Q08965	4932.YPL217C
P22517	4932.YOL016C
P06245	4932.YPL203W
Q12102	4932.YLR115W
P31412	4932.YKL080W
Q8N2Y8	9606.ENSP00000393922
P35728	4932.YKL059C
P05736	4932.YFR031C-A
P39007	4932.YGL022W
P47050	4932.YJL047C
P47015	4932.YJL131C
Q04396	4932.YDR503C
P23643	4932.YDR495C
Q01662	4932.YLR244C
P23287	4932.YLR433C
P53978	4932.YNL014W
P49166	4932.YLR185W
Q05670	4932.YMR232W
P47080	4932.YJL007C
P35193	4932.YOL082W
P40080	4932.YER128W
P43541	4932.YFL063W
P53909	4932.YNL141W
P38272	4932.YBR130C
Q03735	4932.YML117W
Q04867	4932.YMR310C
P12695	4932.YNL071W
Q8N6G5	9606.ENSP00000363590
P04821	4932.YLR310C
P42934	4932.YGR199W
P11938	4932.YNL216W
P33442	4932.YLR441C
P33753	4932.YKR056W
O13543	4932.YLR294C
P36145	4932.YKR062W
Q02725	4932.YPL019C
Q08379	9606.ENSP00000416097
P43577	4932.YFL017C
Q12511	4932.YOR090C
P05745	4932.YMR194W
P36049	4932.YKL172W
Q9NTW7	9606.ENSP00000216923
P50623	4932.YDL064W
P25042	4932.YPR065W
P23968	4932.YHR026W
Q03833	4932.YDR096W
P32492	4932.YAL029C
P21190	4932.YJR094C
P02400	4932.YDR382W
P02294	4932.YBL002W
P33400	4932.YHL027W
Q14145	9606.ENSP00000171111
P36516	4932.YMR024W
P40988	4932.YMR319C
Q04344	4932.YDL125C
P19012	9606.ENSP00000254043
Q03558	4932.YHR179W
Q05029	4932.YMR237W
P25612	4932.YCR107W
Q06385	4932.YDR372C
Q92997	9606.ENSP00000316054
Q08974	4932.YPL257W
P47148	4932.YJR111C
P38633	4932.YGL127C
Q12498	4932.YPL156C
Q06835	4932.YPR094W
P37261	4932.YCL026C-A
P37265	4932.YCR041W
P47082	4932.YJR001W
Q04749	4932.YMR068W
P53859	4932.YNL232W
P32559	4932.YMR023C
P39729	4932.YAL036C
P25641	4932.YCR068W
P40017	4932.YER024W
P25646	4932.YCR079W
P46993	4932.YJL170C
Q13287	9606.ENSP00000243346
Q03758	4932.YML111W
P38176	4932.YBL089W
P38858	4932.YHR163W
P38182	4932.YBL078C
Q08922	4932.YPL182C
P30657	4932.YFR050C
P00830	4932.YJR121W
P12630	4932.YIL015W
Q12209	4932.YLR047C
P32893	4932.YGR166W
Q13867	9606.ENSP00000261714
P36051	4932.YKL165C
P62651	4932.YPL096C-A
Q07349	4932.YDL027C
Q01477	4932.YER151C
P36158	4932.YKR078W
Q01574	4932.YAL054C
P38142	4932.YBR241C
P35719	4932.YKL142W
Q96S82	9606.ENSP00000457703
Q04659	4932.YMR048W
P38986	4932.YDR321W
P53906	4932.YNL146W
Q08976	4932.YPL261C
P09032	4932.YOR260W
P35718	4932.YKL144C
P10127	4932.YGL256W
Q08018	4932.YLR076C
P40449	4932.YIL161W
P47153	4932.YJR116W
P24280	4932.YMR079W
O15209	9606.ENSP00000407545
Q04438	4932.YMR107W
P00560	4932.YCR012W
P40499	4932.YIL090W
Q99258	4932.YDR487C
P40065	4932.YER106W
P43635	4932.YPR001W
P40069	4932.YER110C
P32505	4932.YGL122C
P40489	4932.YIL101C
P36013	4932.YKL029C
P32354	4932.YIL150C
P40511	4932.YIL073C
P38263	4932.YBR105C
P53983	4932.YNL008C
P05750	4932.YNL178W
P48560	4932.YNL300W
Q01329	4932.YAL043C
P40970	4932.YDR062W
P07347	4932.YHR013C
O74957	4896.SPCC736.11.1
Q06333	4932.YDR357C
P12709	4932.YBR196C
P25351	4932.YCR023C
P08019	4932.YIL099W
P36072	4932.YKL118W
Q08949	4932.YPL194W
P53312	4932.YGR244C
P56279	9606.ENSP00000385036
P41910	4932.YDR005C
P47170	4932.YJR138W
P53165	4932.YGL066W
P27929	4932.YNL137C
P34166	4932.YNL145W
Q03266	4932.YMR289W
P43564	4932.YFL034W
Q03834	4932.YDR097C
P38299	4932.YBR184W
P53899	4932.YNL155W
P04173	4932.YCL018W
Q04149	4932.YDR386W
Q12288	4932.YLR126C
P07215	4932.YHR053C
P61371	9606.ENSP00000230658
P40317	4932.YDR006C
P36070	4932.YKL125W
P40554	4932.YIL008W
P38829	4932.YHR122W
P69851	4932.YDR320C-A
P00424	4932.YNL052W
P32622	4932.YEL041W
P40530	4932.YIL042C
P38736	4932.YHL031C
Q03361	4932.YDR475C
P35688	4932.YDL240W
Q03370	4932.YDR479C
Q8WWB3	9606.ENSP00000361278
P35729	4932.YKL057C
Q13164	9606.ENSP00000311005
P53750	4932.YNR064C
P25574	4932.YCL045C
P38334	4932.YBR254C
P38751	4932.YHL006C
Q08003	4932.YLR073C
P38149	4932.YBR281C
Q05902	4932.YLR299W
P20967	4932.YIL125W
P47146	4932.YJR108W
P38765	4932.YHR029C
P39543	4932.YJL192C
P48363	4932.YGR078C
P54837	4932.YML012W
Q04183	4932.YDR407C
Q9Y4K3	9606.ENSP00000433623
Q12024	4932.YOR272W
P36135	4932.YKR042W
Q04500	4932.YML093W
P25361	4932.YCR043C
P25343	4932.YCR009C
P18480	4932.YBR289W
Q08421	4932.YOR051C
Q3E7X8	4932.YEL077C
P48353	4932.YMR161W
P38123	4932.YBR175W
P32521	4932.YIR006C
Q07540	4932.YDL120W
P38260	4932.YBR101C
P89887	4932.YEL076C-A
P53190	4932.YGL024W
Q99332	4932.YOR324C
P40512	4932.YIL071C
P38990	4932.YER129W
P43542	4932.YFL062W
Q96BD8	9606.ENSP00000285116
P36107	4932.YKL004W
P40025	4932.YER037W
P53248	4932.YGR077C
P53253	4932.YGR089W
P49956	4932.YMR078C
Q05812	4932.YLR219W
O13516	4932.YPL081W
Q9UDV6	9606.ENSP00000338572
Q06389	4932.YDR373W
P07807	4932.YOR236W
Q6B0X2	4932.YMR158W-B
P18899	4932.YMR173W
P0C2J7	4932.YHL009W-B
P32801	4932.YKL048C
Q06504	4932.YPR131C
P38185	4932.YBL071C
P40034	4932.YER051W
P28795	4932.YDR329C
P04451	4932.YBL087C
P43545	4932.YFL059W
P47100	4932.YJR029W
P38251	4932.YBR087W
Q07533	4932.YDL117W
P41810	4932.YDR238C
O43791	9606.ENSP00000377001
P40064	4932.YER105C
Q08225	4932.YOL057W
P40564	4932.YIR004W
P25298	4932.YMR061W
P39996	4932.YEL017W
P38293	4932.YBR173C
P43132	4932.YLR015W
Q02685	4932.YPL024W
Q03713	4932.YML030W
Q04608	4932.YDR124W
P07278	4932.YIL033C
P07267	4932.YPL154C
Q04868	4932.YMR312W
P10961	4932.YGL073W
Q08925	4932.YPL184C
P53120	4932.YGL140C
P38629	4932.YNL290W
P47150	4932.YJR113C
P53202	4932.YGR003W
P39533	4932.YJL200C
P53108	4932.YGL161C
P47976	4932.YDR151C
Q12454	4932.YDR067C
Q12091	4932.YPL170W
Q99341	4932.YDR024W
P38181	4932.YBL079W
O74302	4932.YDR261C-C
Q03435	4932.YDL002C
P25381	4932.YCR045C
Q03631	4932.YML076C
Q07988	4932.YLR040C
Q03750	4932.YML114C
Q07804	4932.YLL012W
P06115	4932.YGR088W
P38692	4932.YHR102W
P53100	4932.YGL185C
Q06107	4932.YPR114W
P50095	4932.YLR432W
Q12514	4932.YPR072W
Q08985	4932.YPL273W
Q04585	4932.YDR109C
O13527	4932.YAR009C
P53115	4932.YGL150C
P38111	4932.YBR136W
P25356	4932.YCR032W
P06197	4932.YPR113W
P39011	4932.YPL161C
P36090	4932.YKL047W
P53309	4932.YGR241C
P15303	4932.YPR181C
P40454	4932.YIL153W
Q06412	4932.YLR425W
Q03263	4932.YMR279C
O60684	9606.ENSP00000362728
P47089	4932.YJR014W
P10662	4932.YDR347W
P53843	4932.YNL265C
P38075	4932.YBR035C
P39567	4932.YAR073W
Q08915	4932.YOR392W
P38244	4932.YBR074W
Q12518	4932.YDL161W
P53952	4932.YNL050C
P38791	4932.YHR068W
P38894	4932.YHR211W
Q06623	4932.YPR179C
Q08193	4932.YOL030W
Q08774	4932.YOR305W
P28007	4932.YHR089C
P53326	4932.YGR266W
P12686	4932.YGR084C
Q9GZN1	9606.ENSP00000188312
P36060	4932.YKL150W
Q12186	4932.YLR116W
P53118	4932.YGL144C
O96006	9606.ENSP00000370621
P26343	4932.YKR034W
Q9NWT6	9606.ENSP00000299163
P32570	4932.YBR253W
Q9UM11	9606.ENSP00000378529
Q03049	4932.YDR541C
Q01722	4932.YNL199C
Q06505	4932.YPR133C
P38844	4932.YHR143W
P42837	4932.YNL325C
Q02659	4932.YPL025C
P25337	4932.YCR063W
P40693	4932.YNL002C
P32785	4932.YBL013W
P36101	4932.YKL027W
P47136	4932.YJR092W
Q04895	4932.YIR028W
Q12143	4932.YPL233W
Q05900	4932.YLR298C
Q13049	9606.ENSP00000408292
P48527	4932.YPL097W
Q9FHW7	3702.AT5G42190.1
P16523	4932.YNL210W
P53720	4932.YNR015W
Q04638	4932.YML068W
P32469	4932.YLR172C
Q06328	4932.YDR352W
Q3E793	4932.YAL044W-A
P32843	4932.YMR302C
P53976	4932.YNL018C
P47117	4932.YJR065C
P53276	4932.YGR128C
P38224	4932.YBR040W
P38849	4932.YHR151C
P54199	4932.YDL028C
P31115	4932.YFL001W
P53215	4932.YGR024C
P53438	4932.YMR016C
P40971	4932.YDR034C
Q2V2P1	4932.YLR146W-A
P38682	4932.YER122C
Q04299	4932.YMR087W
P10507	4932.YLR163C
Q99380	4932.YDL232W
Q05024	4932.YMR233W
Q04006	4932.YDR185C
Q03798	4932.YMR157C
P38931	4932.YDR443C
P33338	4932.YNL243W
Q3E769	4932.YOL159C-A
P21623	4932.YDR403W
P28000	4932.YNL113W
P38323	4932.YBR227C
P38693	4932.YHR215W
P40215	4932.YMR145C
Q12140	4932.YDL037C
Q07729	4932.YDL238C
Q06537	4932.YPR153W
Q99315	4932.YGR109W-B
P47137	4932.YJR096W
Q96PU8	9606.ENSP00000355094
P53218	4932.YGR030C
Q03018	4932.YGR098C
Q03723	4932.YML019W
P33413	4932.YHL016C
P38353	4932.YBR283C
Q12317	4932.YOL112W
P05739	4932.YLR448W
Q02795	4932.YMR149W
P46971	4932.YJR143C
P38430	4932.YMR262W
Q04894	4932.YMR318C
P40505	4932.YIL084C
Q08416	4932.YOR044W
Q05942	4932.YLR221C
Q12428	4932.YPR002W
P28495	4932.YKL007W
P40046	4932.YER072W
P54115	4932.YPL061W
Q02754	4932.YPL067C
P39106	4932.YER001W
Q04472	4932.YMR115W
Q04049	4932.YDR419W
Q05515	4932.YDR346C
Q07788	4932.YDL248W
P43611	4932.YFR039C
Q12443	4932.YDL204W
P53300	4932.YGR182C
P25558	4932.YCL014W
Q08909	4932.YOR385W
P34222	4932.YBL057C
P38740	4932.YHL026C
P38890	4932.YHR207C
Q12403	4932.YDL018C
P0CE00	4932.YJR160C
P48569	4932.YDL183C
P39000	4932.YER096W
Q06631	4932.YDR299W
P38329	4932.YBR235W
P0CH08	4932.YIL148W
P05748	4932.YLR029C
P48561	4932.YNL299W
Q04651	4932.YML067C
O95967	9606.ENSP00000309953
P08727	9606.ENSP00000355124
P38632	4932.YEL019C
P36154	4932.YKR074W
P15790	4932.YIL035C
P40363	4932.YJL068C
P38622	4932.YGL158W
Q03375	4932.YDR482C
P40006	4932.YEL001C
P53832	4932.YNL283C
P53437	4932.YMR270C
P34250	4932.YKL105C
P23500	4932.YKR052C
Q8IYX7	9606.ENSP00000369907
Q05021	4932.YMR227C
P36017	4932.YOR089C
P40537	4932.YIL031W
Q9NP66	9606.ENSP00000371133
Q12114	4932.YLR330W
Q12025	4932.YDR056C
P47161	4932.YJR126C
O14976	9606.ENSP00000314499
P32452	4932.YNL316C
P47115	4932.YJR056C
P39016	4932.YGL178W
P23797	4932.YMR281W
Q9Y5X1	9606.ENSP00000376024
P38155	4932.YBR301W
P43623	4932.YFR055W
Q03702	4932.YKL011C
P38348	4932.YBR272C
P11709	4932.YCL029C
P05694	4932.YER091C
P39925	4932.YER017C
P0CX47	4932.YBR048W
Q03016	4932.YPL137C
P38128	4932.YBR182C
P39684	4932.YFR023W
P53201	4932.YGR002C
P38873	4932.YHR186C
P40486	4932.YIL104C
P32786	4932.YBL014C
P33324	4932.YKL091C
P40469	4932.YIL128W
P38833	4932.YHR127W
Q6WNK7	4932.YBR111W-A
P25611	4932.YCR106W
P48362	4932.YGR187C
P47164	4932.YJR130C
Q99326	4932.YOR338W
P47081	4932.YJL003W
P09467	9606.ENSP00000408025
P53733	4932.YNR037C
Q8ND30	9606.ENSP00000299492
P25619	4932.YCR021C
P38285	4932.YBR158W
Q12464	4932.YPL235W
P53949	4932.YNL056W
Q12444	4932.YOR309C
P0C0V8	4932.YKR057W
Q04062	4932.YDR427W
Q06213	4932.YPR168W
P35177	4932.YBR081C
P53009	4932.YGL083W
P38954	4932.YDR072C
P43615	4932.YFR043C
Q02959	4932.YPL116W
O43681	9606.ENSP00000466379
P53150	4932.YGL090W
P46998	4932.YJL161W
P19659	4932.YOL051W
Q9NVF7	9606.ENSP00000355827
P03877	4932.Q0060
Q03778	4932.YDR236C
P53304	4932.YGR212W
P38840	4932.YHR137W
P22148	4932.YOL116W
P48361	4932.YGR097W
P40514	4932.YIL067C
P40491	4932.YIL098C
P40474	4932.YIL121W
Q05567	4932.YDR294C
P39001	4932.YDR207C
P53896	4932.YNL158W
P53280	4932.YGR134W
P50875	4932.YOL148C
Q04835	4932.YMR253C
P38215	4932.YBR013C
P53164	4932.YGL067W
P53072	4932.YGL232W
P40447	4932.YIL164C
P12383	4932.YGL013C
P25294	4932.YNL007C
Q08968	4932.YPL222W
Q03705	4932.YML036W
P07273	4932.YGL043W
P48526	4932.YPL040C
P40012	4932.YER014W
P06787	4932.YBR109C
Q04371	4932.YMR027W
P53858	4932.YNL233W
P38427	4932.YML100W
P47185	4932.YJR158W
Q02199	4932.YGL172W
Q06466	4932.YPR157W
P32500	4932.YML031W
P53262	4932.YGR106C
Q9UNF0	9606.ENSP00000263246
P20095	4932.YNR011C
Q12094	4932.YOR006C
P07260	4932.YOL139C
Q01448	4932.YBR215W
O75071	9606.ENSP00000361001
Q07395	4932.YDL063C
P42884	4932.YNL331C
P46989	4932.YJL178C
P41811	4932.YGL137W
P40538	4932.YIL029C
P23542	4932.YLR027C
P34223	4932.YBL058W
P11792	4932.YHR205W
Q12277	4932.YDL111C
P42846	4932.YNL308C
P15565	4932.YDR120C
Q3E7B7	4932.YDL085C-A
P32789	4932.YBL009W
P53233	4932.YGR052W
P40484	4932.YIL106W
Q08743	4932.YOR292C
P40021	4932.YER033C
P16120	4932.YCR053W
P22136	4932.YMR282C
P35735	4932.YKL051W
Q12028	4932.YPR029C
P39111	4932.YGR020C
P39959	4932.YER130C
Q05937	4932.YLR375W
P40572	4932.YIR016W
P19474	9606.ENSP00000254436
Q05583	4932.YDR267C
P22224	4932.YGL233W
Q96AA8	9606.ENSP00000479248
P32318	4932.YGR144W
P38720	4932.YHR183W
Q08979	4932.YPL263C
P43568	4932.YFL029C
P46959	4932.YJL125C
P06785	4932.YOR074C
Q08280	4932.YOL137W
P04817	4932.YEL063C
P40580	4932.YIR036C
P38265	4932.YBR107C
P43618	4932.YFR046C
P32572	4932.YNL204C
P0CX49	4932.YNL301C
P38770	4932.YHR036W
P40468	4932.YIL129C
A8B3M5	184922.A8B3M5
Q04600	4932.YDR117C
P40483	4932.YIL108W
Q96CN9	9606.ENSP00000318821
P53964	4932.YNL033W
Q08490	4932.YOR073W
Q08972	4932.YPL226W
Q08959	4932.YPL206C
Q03956	4932.YDR202C
P33441	4932.YML062C
P33418	4932.YKL205W
P23724	4932.YBL041W
Q06325	4932.YDR349C
O13558	4932.YLR465C
Q3E754	4932.YJL136C
Q9ULX6	9606.ENSP00000380557
Q12167	4932.YDR065W
O95619	9606.ENSP00000247843
P53271	4932.YGR120C
Q9NPJ6	9606.ENSP00000258648
P39992	4932.YEL023C
P49955	4932.YMR288W
P53293	4932.YGR168C
P40485	4932.YIL105C
P56628	4932.YFL034C-A
Q99836	9606.ENSP00000401399
Q07454	4932.YDL073W
P40395	4932.YLR039C
Q06159	4932.YLR312C
P04802	4932.YLL018C
P40035	4932.YER053C
P40471	4932.YIL124W
P38711	4932.YHR021C
Q03768	4932.YDR152W
P53295	4932.YGR173W
Q04921	4932.YDR218C
P35736	4932.YKL050C
Q08278	4932.YOL135C
Q06344	4932.YDR365C
Q08208	4932.YOL041C
P38254	4932.YBR094W
P30619	4932.YDR164C
P47111	4932.YJR044C
P32892	4932.YLL008W
P47102	4932.YJR031C
Q00582	4932.YML121W
P33300	4932.YPL057C
P0C0W9	4932.YPR102C
Q04263	4932.YML003W
Q04263	4932.YML002W
P30620	4932.YMR137C
P40579	4932.YIR035C
P28707	4932.YKL117W
O75506	9606.ENSP00000392896
O96015	9606.ENSP00000216068
Q00539	4932.YHR086W
P40030	4932.YER044C
Q00776	4932.YPL259C
P32602	4932.YBL050W
P02407	4932.YML024W
P53584	4932.YNL237W
Q12321	4932.YPR070W
Q06624	4932.YPR180W
P38013	4932.YLR109W
Q9BSE4	9606.ENSP00000379390
P47098	4932.YJR027W
P11747	4932.YML098W
P36124	4932.YKR029C
P53292	4932.YGR165W
P38864	4932.YHR173C
P53122	4932.YGL138C
Q02608	4932.YPL013C
Q04080	4932.YDR434W
P07271	4932.YML061C
Q08995	4932.YPR204W
Q08971	4932.YPL225W
P38696	4932.YHR129C
Q12348	4932.YOL117W
Q9UJX3	9606.ENSP00000394394
P38880	4932.YHR194W
Q01454	4932.YPR135W
Q04935	4932.YDR231C
P10355	4932.YER153C
P40045	4932.YER071C
P38988	4932.YDL198C
Q05863	4932.YLR281C
Q06815	4932.YPR079W
P18414	4932.YBL040C
P38173	4932.YBL094C
P40161	4932.YNL206C
P53830	4932.YNL286W
Q12072	4932.YLR095C
P39940	4932.YER125W
Q12145	4932.YPR013C
P0C5E0	4932.YDR193W
Q96HH9	9606.ENSP00000426120
Q05635	4932.YDR279W
Q06179	4932.YLR454W
Q3E833	4932.YKR095W-A
P47027	4932.YJL090C
P38837	4932.YHR133C
P06704	4932.YOR257W
Q03406	4932.YDR489W
Q13643	9606.ENSP00000362107
Q08817	4932.YOR353C
P47072	4932.YJL016W
Q3E798	4932.YLR099W-A
P15108	4932.YMR186W
P17536	4932.YNL079C
P16370	4932.YIL021W
Q13620	9606.ENSP00000384109
P18562	4932.YHR128W
P38704	4932.YHR006W
P50102	4932.YMR223W
Q12056	4932.YOR226C
P61289	9606.ENSP00000293362
Q06688	4932.YLR412W
Q07825	4932.YLL029W
P42947	4932.YJL107C
P49334	4932.YNL131W
P43633	4932.YGL021W
P37296	4932.YMR054W
P50091	4932.YGR239C
P40464	4932.YIL134W
P38785	4932.YHR061C
P25639	4932.YCR061W
P28625	4932.YMR152W
Q08215	4932.YOL044W
P40458	4932.YIL146C
P40164	4932.YNL201C
Q02629	4932.YKL068W
P48232	4932.YNL086W
P25566	4932.YCL033C
P40462	4932.YIL137C
Q05930	4932.YLR368W
Q12734	4932.YPR030W
P37292	4932.YBR263W
P15807	4932.YBR213W
Q12680	4932.YDL171C
P53255	4932.YGR093W
P53204	4932.YGR010W
P46671	4932.YMR052W
Q04549	4932.YDR106W
Q12089	4932.YPL005W
P32906	4932.YJR131W
P50105	4932.YMR005W
P42222	4932.YMR323W
P25559	4932.YCL016C
Q08873	4932.YOR367W
Q03529	4932.YMR272C
Q06134	4932.YLR341W
P36157	4932.YKR077W
P40959	4932.YMR004W
P36056	4932.YKL155C
P14905	4932.YDR197W
P53074	4932.YGL230C
P32803	4932.YGL200C
P54860	4932.YDL190C
Q04673	4932.YLR005W
