6485	7024
6485	11960
6485	10017
6485	13212
10897	6485
6485	3174
7409	12988
13306	404
4786	6093
2817	4786
4786	9862
4786	1445
1287	3745
3745	1287
12460	271
5279	4227
5279	5831
5279	4460
4224	4227
4224	5831
9303	5334
9303	9377
4445	13068
10401	12410
10401	12812
12812	10013
8325	6020
8325	12625
8325	8248
12847	8291
8291	7486
8177	8578
8177	6762
6762	8177
6762	12474
5893	4176
5893	5893
8585	4119
8734	3948
69	8035
6831	8035
6530	2576
9136	8142
9136	8692
9136	5521
11414	12580
905	6856
10559	10583
10559	68
3745	4015
11044	3414
11044	4005
12460	10919
6908	4822
13288	7012
7012	4858
7012	13888
7780	11805
2862	13387
8313	3048
8313	6691
9778	10547
861	10305
3169	11618
3169	4066
3169	1227
3169	8946
1938	10099
10832	933
933	665
7636	933
933	11893
9330	933
933	4210
4210	933
4210	4210
8017	6719
8017	3883
8017	3916
8017	9065
8017	12590
8017	12619
13241	8017
11414	9352
4672	907
4085	4036
4085	2924
4085	7138
4085	7239
4085	5629
4085	10832
13928	2223
13928	3901
7806	6025
7806	789
7806	10299
8088	11960
13748	9989
2159	4589
2159	3386
4036	12073
6870	9397
12592	5455
12592	3630
12457	7024
686	12615
12129	12615
11173	12615
6165	11252
5081	4907
335	5081
9032	5010
12447	9032
9032	9032
1114	676
2083	12584
7390	7829
7390	8831
7390	3912
13773	67
67	13773
107	6198
5633	5633
1569	1569
1569	9545
11531	5489
11531	11531
11531	7130
5489	7130
1645	13029
9519	1645
366	7265
366	2250
366	6614
5502	7265
5502	2250
6116	6116
5131	6116
10530	10530
5073	3358
3904	3904
8759	12139
2630	3528
11421	11421
6770	3528
5494	3528
4525	5103
2084	9098
2084	13524
10398	10398
8209	9118
6117	11587
5073	9473
4566	6078
11653	13703
8049	8049
4961	8726
7436	3024
1006	7747
5489	7747
11230	11230
11170	11170
5073	3418
10535	11170
7466	9506
11170	11320
6990	7713
3908	11591
3528	2630
10535	11320
10840	10840
7436	1351
10398	6555
6116	5131
5131	5131
11830	11830
12600	3047
3274	5286
5286	5286
1006	13458
11710	13862
7333	3422
11093	6378
1852	12950
13724	7868
5073	12582
8741	1386
7306	11682
7713	6990
13118	8069
1006	995
995	9908
12460	9337
4943	4943
4566	6877
4566	8913
4566	8924
5489	6077
9908	6077
1006	6077
7436	9901
8260	1758
5073	7059
5286	9901
4566	1758
10249	5073
5073	5073
2084	9038
3528	6770
5073	3804
11468	11468
10398	2708
9532	11647
11093	11093
4614	4614
8759	7907
5776	4174
8759	5498
6688	13866
8759	10211
5489	3259
8874	10876
12878	12878
7795	12878
8759	8759
11186	11186
10507	10398
2084	3490
5732	4457
4457	4457
6116	5076
13612	5388
5073	5228
5732	6127
5073	10163
11180	6123
5073	13907
1762	1762
337	337
5489	5037
4114	2712
7436	13324
1747	721
5286	3274
3274	3274
13724	30
2133	12460
13118	9060
6688	911
13118	13118
12884	11411
6688	4136
8759	220
10398	3487
13709	5025
5286	12867
12884	12099
7747	8687
4566	6392
7466	5449
12069	8110
4370	4084
1867	4048
1867	10272
4048	10272
12787	8241
2856	12427
2856	4403
2856	4119
2856	853
2856	12064
2856	2165
2856	11547
2856	10899
2856	12593
2856	4162
2856	2153
2856	4156
2856	2650
2856	7739
2856	6817
2856	734
2856	5753
2856	11809
2856	7624
2856	8112
2856	5761
2856	11239
2856	3376
2856	11722
2856	12639
2856	5217
2856	4410
2856	11747
2856	9944
2856	13854
2856	3806
2856	3230
2856	6796
2856	1720
2856	8866
2856	8883
2856	262
2856	10551
2856	13457
2856	3866
2856	210
2856	2858
2856	4600
2856	10003
2856	13196
2856	10783
2856	6121
2856	662
2856	4129
2856	10623
