157	5777
2638	1245
7619	2052
2023	2868
2023	6475
2023	3178
2868	2023
6475	2023
3004	7916
7916	3004
10178	3838
6642	8637
2194	8637
7059	7421
1882	1501
9914	31
1861	4592
1882	9618
3916	6190
1257	9693
5495	2278
2644	10153
10153	7449
5280	7007
1928	5620
2052	9618
3397	2441
4884	9323
3626	6570
3626	3626
4664	1914
3396	6314
2944	2638
2638	2356
1450	1172
1450	2941
8698	2045
4316	2045
2045	4316
657	6823
657	1338
6579	5128
5128	6579
7480	5128
5128	1325
5128	7677
5128	1701
657	657
2502	657
1338	1338
2502	2045
8148	4658
5052	7323
5953	6461
5126	4063
5126	474
10151	6519
10151	9277
949	2681
949	949
8925	7648
8925	6843
8627	4483
8627	1309
8627	2016
8627	2800
2023	6358
3178	8350
2630	4462
9193	3230
5914	1042
180	5914
5914	5211
2854	953
8055	8415
6375	8415
8055	1597
6375	1597
8415	8415
1597	8415
1597	1597
8415	8055
1597	8055
1597	6375
4045	5591
5824	5591
7227	5591
6817	1336
6817	6817
6817	3608
6817	5091
6817	10470
1336	3608
1336	5091
1336	10470
8514	7092
8514	7358
8514	8601
8514	6837
8514	1707
8514	4020
8514	5431
8514	9914
8514	1533
8514	3575
8514	10144
8514	2483
8514	627
8514	257
8514	7247
8514	2367
8514	7499
8514	8373
8514	4340
8514	559
8514	612
8514	9276
8514	2810
8514	7876
8514	162
8514	2613
8514	1635
8514	2445
8514	2786
8514	10777
8514	6677
8514	7090
8514	9270
8514	5314
238	6045
1409	6045
7852	3563
10602	7852
4322	1722
1722	4322
1167	474
1167	5126
1167	9619
1167	8944
8944	6951
6951	9619
6951	5126
6951	474
474	1707
1707	5126
1707	9619
1707	8944
474	8162
5843	5843
5843	8987
5843	8416
8987	8416
8416	8987
447	447
447	4273
4273	4273
8240	6614
9799	6614
6614	3936
9122	6614
8240	1744
9799	1744
3936	1744
9122	1744
3487	9609
4122	9609
8240	7538
9799	7538
6662	7538
3936	7538
9122	7538
3487	7538
8240	4254
9799	4254
6662	4254
6531	4254
3936	4254
9122	4254
3487	4254
4122	4254
2634	4254
5469	4254
8240	1138
9799	1138
3936	1138
9122	1138
3487	1138
4122	1138
5469	1138
9799	7213
3936	7213
9122	7213
6614	4110
6614	9122
1744	3936
1744	9122
7538	10575
7538	4110
7538	5594
4254	10575
4254	4110
4254	5594
4254	3936
4254	9122
4254	3487
4254	4122
4254	2634
6427	7032
7032	6427
2843	2101
4559	2101
5130	8919
6810	2814
6810	4220
2531	6232
599	4396
4396	8228
4396	599
8292	4396
8228	4396
8228	1880
4396	6176
6553	8056
609	2625
186	6283
3396	7588
1242	915
6132	391
5786	7420
5786	6132
7420	6132
6132	6132
5786	5786
391	6132
915	1242
4645	4645
6704	10766
10766	1863
218	10766
3433	10766
8958	10766
8958	2845
7083	2647
2647	7690
7415	2647
4848	8397
3117	3117
7675	3117
3519	3117
3519	7675
3120	3519
3519	3519
7633	3519
3519	4848
3117	3120
7675	3120
3519	3120
3120	3120
3120	5249
7633	3120
8643	3120
