6089	2745
4736	4745
4736	1110
4736	2745
2745	4745
1110	2745
1599	2745
1599	4745
2681	934
5042	2657
3754	2657
2657	5429
1759	5042
3754	1759
1759	5429
2762	362
4570	2987
4093	6396
5878	6396
4093	5878
6396	4093
537	3391
3391	6396
3391	4093
5878	4333
5878	983
6171	4093
4333	6171
4333	4093
2989	4333
4203	2699
2736	2699
4203	2736
2559	6042
4097	1867
1098	3340
1098	709
3318	4806
4600	3318
1098	4068
364	2041
5666	364
364	577
3451	364
2387	4696
6042	2387
2387	4085
4855	2021
4855	4855
2687	4855
4855	6376
2646	4855
4855	215
215	4855
215	6042
4913	3756
2281	4855
6042	2281
2292	1328
1328	5333
512	679
869	3066
2576	3066
165	869
869	310
4785	869
3615	165
165	1622
2576	5103
2576	5187
1622	310
1622	1216
679	4285
5879	2387
1303	4913
4883	752
3461	752
1622	752
6042	3461
679	294
294	3121
294	1481
294	5407
6042	294
4785	5407
735	294
2281	735
2281	5269
755	2576
5187	2931
4747	2931
4085	2931
2931	5694
2576	845
4972	2576
2576	3406
2336	6472
3002	6472
6472	6472
2763	2336
2336	2763
362	362
4941	362
2672	362
362	4350
362	4941
4619	2095
4141	2095
551	2095
2869	2095
2095	551
2095	4619
2096	1219
1725	747
1725	4247
4247	747
2452	274
274	5236
1405	5236
5179	5236
4607	5236
5236	6200
274	2208
3525	2208
3525	3525
3525	5929
644	667
5929	5236
667	644
244	2362
244	4084
1928	5371
5179	5179
5929	5929
2208	2208
5236	5236
589	589
6200	6200
5202	4216
1928	4216
2468	5866
1405	2468
1405	5179
1405	274
6406	6203
6406	5769
4557	6203
2445	6203
2604	5791
2604	6203
2604	6406
2161	2798
2161	3778
2161	3385
2161	5959
2161	5461
2161	4511
3778	2798
3778	5959
3778	3385
4371	6018
4371	3756
244	4108
4108	5624
1341	1486
744	3994
3994	744
3001	3994
3994	3001
6389	3001
3001	12
477	3001
3804	3001
706	3001
5507	3994
3001	382
3001	4393
3001	3788
1985	3994
2175	3001
3001	2066
6295	3001
3423	3994
2283	3001
3994	12
2665	3001
3994	1319
3001	548
846	3001
3001	5607
3994	5607
1165	3001
483	3994
3994	3614
3001	2185
4822	3994
3146	3994
3001	6290
6045	3001
1308	3001
3001	2407
3994	3024
3994	2285
2433	3001
3711	3994
4406	3001
5937	3001
3994	1769
3001	1605
3001	1126
590	3994
1483	3001
3994	4289
3001	1246
3994	1110
3018	5937
3535	5915
3535	2173
3535	1201
3535	6369
369	3994
5937	2185
3612	3994
5937	302
5770	3535
5628	5937
3994	5937
6354	3994
1165	5937
5066	3535
3994	1068
370	5937
5937	744
6421	5937
6035	3994
3535	6396
4333	3994
247	3994
1068	3994
12	5937
3994	1140
3994	4925
1265	5937
3909	3994
4528	3994
664	3994
5235	3994
1548	3535
139	3994
12	3535
3994	355
5937	6174
3535	3423
3535	1337
3994	3034
3711	5937
3535	3328
2017	3994
3994	3612
539	3535
3921	539
6045	539
539	5607
2175	539
1980	2175
2907	3535
1847	3535
539	988
191	539
2175	369
664	539
2201	539
539	1368
539	12
664	2175
1265	539
539	6355
12	2175
3535	664
539	3994
3994	2175
539	3536
539	2626
3535	5293
5937	539
5937	2175
5575	539
207	539
3535	5128
2175	3535
539	1152
2175	3132
2175	4515
3001	539
539	4393
1265	3535
539	4289
368	3535
3535	154
154	539
5269	3535
744	2175
369	539
2668	744
2304	744
5576	744
3536	6355
5950	744
744	1143
2066	744
6297	744
2184	6355
3013	744
744	12
12	6355
744	5475
744	3423
851	744
744	1985
744	4379
1764	744
4759	6355
3784	744
744	4773
1191	744
4047	744
3064	744
6435	744
4822	744
744	827
744	144
369	6355
5034	744
744	1356
744	6176
3829	744
5691	6355
2644	623
2297	12
623	2615
369	744
517	623
6016	623
623	5986
5982	623
1985	623
623	3654
744	613
422	623
623	1747
3423	623
623	1085
3606	744
623	4641
3078	12
4586	623
227	744
6039	623
1008	623
5738	623
744	5756
2423	12
1893	623
4675	623
5641	623
623	3623
4653	12
623	5413
623	3085
744	1192
647	12
12	119
623	5161
2454	12
4768	623
744	2184
3764	3537
2755	5716
4056	4056
3711	4056
4398	4056
4793	4056
5269	6476
5038	1105
1400	1105
4748	1105
1056	5483
1442	4296
5592	1486
2028	5291
323	5291
1009	5291
6449	5291
5416	3
1950	3
6037	3821
3121	3821
2681	3821
6449	3821
3	5619
1950	5619
3	759
5416	759
5494	759
3832	6017
3832	3637
4563	4489
5413	4489
1106	1709
5105	5192
91	4567
5808	4567
384	4567
2019	1928
2192	1928
2912	172
1544	172
2564	172
4105	172
2322	379
431	2508
3092	383
1340	1340
1127	4560
3141	4560
4939	4560
5770	2095
2130	3256
383	3092
4567	787
710	787
5338	248
3002	2983
4765	2983
1324	2983
1211	2983
3233	2983
69	2983
1466	3002
3087	3002
3324	3002
408	3002
2308	3002
22	3002
5475	3002
4193	3002
4348	3002
1411	3002
5452	5452
2475	382
1398	382
5381	2533
334	2533
4030	4030
3794	4030
867	4740
1665	2872
1665	578
6329	578
5915	578
5188	578
4047	578
2388	578
1665	237
2322	4248
6308	5616
627	333
3223	2007
2798	1341
867	4667
2464	3766
4765	2557
5038	2847
3583	4244
4162	4244
4741	3886
136	6361
978	978
2737	2737
5035	2738
311	623
311	3087
1985	3087
4127	959
3508	4214
900	900
417	798
5103	5035
1923	5035
311	2978
6343	2978
2130	2978
3286	2978
2661	2978
4571	101
5929	615
1087	1087
308	6064
417	2869
1512	2869
3150	2869
4776	2869
337	2869
3727	2869
4917	2869
3679	432
432	5105
2277	4881
4829	1550
3455	3455
3149	6329
1958	6329
889	2760
4833	1388
1981	1388
3821	1896
867	5719
4432	5719
1430	5719
6307	2028
6045	6045
2362	1607
3001	706
3634	2475
5006	5126
6427	3263
2666	4961
4020	4961
1533	4961
3794	4961
1836	4961
2389	4961
4070	4961
5371	4961
5188	4961
5715	4961
2409	4961
5325	5325
517	5043
305	5043
5044	169
2947	3732
2715	3345
6308	3345
5166	5569
3920	972
3920	4787
55	55
2284	5066
2638	2069
1004	2069
1004	2638
1165	3157
5013	1165
2675	2675
5893	1339
549	866
1520	866
3157	866
4545	866
3634	4534
1014	3893
5847	5305
5785	5305
3796	5305
5784	5950
17	3917
2908	5162
3727	1917
3286	6247
3832	5625
5936	5625
4617	5625
5051	5625
655	5625
549	2161
5872	2161
5842	5493
2934	5493
5493	326
748	5493
4578	3604
5180	1316
3921	1316
5836	1210
5062	3143
2057	2530
3286	5213
1928	5645
5931	1220
2661	1220
1220	3581
3710	3157
1724	2779
417	2993
4659	3104
907	907
1724	907
3255	4182
270	2819
2769	1960
5105	4497
136	3421
311	3994
3087	3994
2175	3994
6355	3994
2066	3994
5842	3994
867	3535
311	3535
3001	3535
6355	3535
744	3535
5842	3535
4598	3535
311	744
2505	744
539	744
2175	744
6355	744
5842	744
1985	744
4598	744
2335	79
5719	4711
307	5318
307	4822
5670	2871
2871	5670
1950	2816
1458	2298
5038	5514
3335	6007
2298	4693
360	3114
5901	3114
2922	3114
845	3114
1985	3114
6183	3114
3608	1942
5643	4552
653	1474
527	3364
4787	3920
3776	783
524	783
3335	3335
6347	3335
5143	186
2130	186
2322	186
1768	186
3882	186
1908	1829
3679	1829
323	1829
3882	1829
4335	1829
1734	854
4450	854
894	854
4162	854
2205	854
5538	2066
907	5005
4883	5005
2681	5005
6045	3634
241	4104
282	4104
806	5872
282	822
2681	822
221	221
6042	2559
6308	2559
6278	2559
1106	3031
3882	3031
2773	3031
2255	2058
5791	4372
1714	2217
6085	5301
2130	5187
282	5187
1985	5187
3130	58
182	4023
4883	4023
6200	4023
3279	1546
2362	4773
5437	4773
4827	4773
2295	4773
2751	4773
6330	4773
1661	4773
6212	2554
894	2672
5575	4753
1448	4753
4833	2415
1734	3447
2312	5745
1630	5745
2830	5745
3473	829
2424	6212
2672	6212
