9726	19662
4765	4765
21300	19662
24403	19662
23894	26338
30825	32114
1431	4984
23758	28117
23624	21131
23040	26898
23040	23893
19662	7828
25014	29799
8169	26898
8169	23893
21131	19269
23286	19985
28880	4765
20356	4765
26823	28642
26823	25504
18928	7828
18928	13656
13656	2381
2381	7828
7828	6528
6528	13656
23003	9599
26541	13656
26541	7828
11350	1986
25504	27215
7828	31251
13656	12305
15547	19272
24772	8478
27729	18808
13226	5274
19662	26808
19662	19662
25887	19662
12465	19662
30490	19662
22053	3986
5263	4995
9388	28568
9388	7442
9388	23950
9388	12923
5316	5242
16821	5242
15115	30321
20137	30321
30321	12650
6112	12650
13059	13059
20389	18368
27322	13059
13600	4188
6506	20173
20173	17121
17121	20173
11604	9052
4131	9052
10026	4602
31810	26324
22543	3014
17160	18260
28745	17160
23286	7944
23286	26808
8769	24403
24403	24403
23577	1579
23436	10158
11604	13186
13186	5376
10026	13186
29649	25587
29649	14778
29649	28511
29649	29649
1670	15115
1918	10879
23040	1918
18857	18857
19985	32210
32210	19985
6007	14178
8166	30085
3014	5586
30501	5586
271	30794
30640	3014
32342	22543
30640	32342
32342	30877
30877	3014
3014	30877
32342	245
30501	30877
30877	32342
245	30501
30085	10993
23286	1961
7116	3038
3038	30375
17497	3038
20090	3038
12810	12810
25698	18009
6528	10587
6528	25698
26343	6509
26343	10587
8130	25698
28474	17497
28474	30375
28474	20090
4178	5193
14600	10519
66	25790
29648	27163
3475	29649
32342	9761
9761	3014
24809	22204
11144	21841
21841	26183
23003	21841
21841	15592
21841	21841
16402	28516
6613	12254
5316	11659
29345	19206
19206	16446
3392	19206
15122	19206
4798	19206
13469	16292
12504	17784
2563	25101
18607	25101
84	20662
6245	19148
19148	6753
4155	17784
6753	4155
6753	19148
19148	17784
19148	4155
17784	4155
19148	8670
5629	78
12720	10566
12754	18315
18315	12754
9826	31093
16065	9299
30368	9299
5348	20370
25318	7133
9282	21841
21841	9282
531	28816
531	20803
12755	21318
15499	531
531	13400
15499	12755
15499	15499
21841	14287
21841	8704
24915	31137
357	27762
4188	17016
4188	22053
22053	4188
17016	4188
31095	8680
3839	11804
