org1	org2	norm(R-R0)	norm(R-R1)	sim_with_isorank-R(R0)	sim_with_isorank-R(R1)	Edge Correctness (R0)	Edge Correctness (R1)	Edge Correctness (R)	Symmetric substructure (S^3-R0)	Symmetric substructure (S^3-R1)	Symmetric substructure (S^3-R)	LCCS (R0)	LCCS (R1)	LCCS (R)
fly	rat	0.0016746719668681441	6.46176657688328e-05	0.728	0.9205	0.00231839258114374	0.0014503263234227702	0.001444043321299639	0.000846740050804403	0.000846740050804403	0.0008417508417508417	1	1	1
