org1	org2	norm(R-R0)	norm(R-R1)	sim_with_isorank-R(R0)	sim_with_isorank-R(R1)	Edge Correctness (R0)	Edge Correctness (R1)	Edge Correctness (R)	Symmetric substructure (S^3-R0)	Symmetric substructure (S^3-R1)	Symmetric substructure (S^3-R)	LCCS (R0)	LCCS (R1)	LCCS (R)
human	bakers	0.0007315128995517204	4.0207410827802546e-05	0.9635	0.9925	0.0093603744149766	0.009316770186335404	0.009309542280837859	0.0014545454545454545	0.0014545454545454545	0.0014566642388929353	1	1	1
