org1	org2	norm(R-R0)	norm(R-R1)	sim_with_isorank-R(R0)	sim_with_isorank-R(R1)	Edge Correctness (R0)	Edge Correctness (R1)	Edge Correctness (R)	Symmetric substructure (S^3-R0)	Symmetric substructure (S^3-R1)	Symmetric substructure (S^3-R)	LCCS (R0)	LCCS (R1)	LCCS (R)
mouse	rat	0.002543962561608648	0.0006033596804567553	0.83	0.917	0.0026560424966799467	0.0025673940949935813	0.0025031289111389237	0.0012165450121654502	0.0012165450121654502	0.0012224938875305623	1	1	1
