org1	org2	norm(R-R0)	norm(R-R1)	sim_with_isorank-R(R0)	sim_with_isorank-R(R1)	Edge Correctness (R0)	Edge Correctness (R1)	Edge Correctness (R)	Symmetric substructure (S^3-R0)	Symmetric substructure (S^3-R1)	Symmetric substructure (S^3-R)	LCCS (R0)	LCCS (R1)	LCCS (R)
mouse	bakers	0.0010580916339357573	0.00011082531198937555	0.873	0.9555	0.0019474196689386564	0.00196078431372549	0.001990049751243781	0.00023576564894494873	0.00023576564894494873	0.00023496240601503758	1	1	1
