org1	org2	norm(R-R0)	norm(R-R1)	sim_with_isorank-R(R0)	sim_with_isorank-R(R1)	Edge Correctness (R0)	Edge Correctness (R1)	Edge Correctness (R)	Symmetric substructure (S^3-R0)	Symmetric substructure (S^3-R1)	Symmetric substructure (S^3-R)	LCCS (R0)	LCCS (R1)	LCCS (R)
human	fly	0.0006155586028480323	0.00017171202490347612	0.8855	0.9535	0.0061312078479460455	0.005791505791505791	0.006418485237483954	0.0029980013324450365	0.0029980013324450365	0.003318951211417192	1	1	1
